pathway	thr	estimate	lower	upper	estimate_none	lower_none	upper_none	estimate_delta	lower_delta	upper_delta	p_useful	estimate_trade_off_negative	lower_trade_off_negative	upper_trade_off_negative
Gynaecology	0.034	0.4054037662932532	0.18308667975512222	0.5928959532583415	-0.09790235935499063	-0.4012670368487336	0.17214305071756653	0.3847017031815471	0.18308667975512222	0.5461498341371824	0.99954	2.551402244729146	1.8280968236035973	5.440371310513594
Gynaecology	0.035	0.42174891568668205	0.20466024258680673	0.6029218089140753	-0.0665337205162766	-0.3612308357959125	0.19579610641135037	0.393192977694447	0.20444815148405668	0.5450351957382968	0.99976	2.50885101773999	1.833435799210887	4.883071560404403
Gynaecology	0.036000000000000004	0.4363605523752549	0.22724880883130413	0.6128204563268222	-0.03690778383526888	-0.3234188681349148	0.21813510345547954	0.3982865161495312	0.2259456211424643	0.5454348820478713	0.99986	2.4859111603175847	1.8328651730017353	4.42149203850903
Gynaecology	0.037	0.4505778595027627	0.24547133591762704	0.6218686387691288	-0.00888324913701851	-0.28765079061775534	0.23926658714587185	0.40137121312265933	0.2412000370739014	0.5457569967955311	0.99994	2.476984540085914	1.831931530160399	4.143507355750782
Gynaecology	0.038	0.4644715068912483	0.2639701199448115	0.6310764423838772	0.017666310050797867	-0.25376524349623525	0.2592858874841384	0.4026097635848868	0.25266685655467247	0.5448789294519527	0.99998	2.4747675180318343	1.8350477390964282	3.9566701735801804
Gynaecology	0.039	0.4765863141154325	0.28138266195754036	0.6405941609289347	0.04285435338282872	-0.22161741673992139	0.2782785570358272	0.4007278793128736	0.2565911258455288	0.542728110506846	1	2.494837133424282	1.8425432194286138	3.897250917843064
Gynaecology	0.04	0.489227698782618	0.29944927543849387	0.6495388522202284	0.06678299454825791	-0.19107698132142362	0.29632159310993156	0.3982327761836675	0.2603119963505294	0.5402674240074504	1	2.5144735330030827	1.8509352139051527	3.8415440472378592
Gynaecology	0.041	0.5011728911302193	0.3151847422944378	0.6548442597810513	0.0895443849251298	-0.16202632324041313	0.31348448108286003	0.39419391869114295	0.25807967734952014	0.5358937718176254	1	2.54259868485439	1.8660414667887393	3.874772359303818
Gynaecology	0.042	0.5119395240392246	0.3318702660216334	0.6636146035054501	0.11122189956976955	-0.13435902982992712	0.32983008867612534	0.38842424790163504	0.2552367475076421	0.5314859412296407	1	2.5854695104817624	1.8815173129261984	3.9179311361185403
Gynaecology	0.043000000000000003	0.522348903137221	0.3436446147387389	0.6715669958705667	0.13189115771930973	-0.10797858727574289	0.34541543545109904	0.38197489141912216	0.25021989687732765	0.525319983139869	1	2.633767095069535	1.903601675378728	3.996484743732548
Gynaecology	0.044	0.5326439622954302	0.3586942302582497	0.6769819466006343	0.15162090413477994	-0.08279725574674869	0.360292357372665	0.3752704038289859	0.2442261854522703	0.5194832837013156	1	2.684901394397169	1.9249897568890282	4.094565042830525
Gynaecology	0.045	0.5418746434299371	0.37494205476704817	0.6828398808646614	0.17047377293178484	-0.058735094507931976	0.3745080827643836	0.3675709495840805	0.23840700319794003	0.5123215491608392	1	2.7443619905478736	1.951899158989876	4.194507661704287
Gynaecology	0.046	0.5509962054581894	0.3856978018124205	0.6899674160553307	0.1885069517810938	-0.03571911419254226	0.3881057331390709	0.3599891544545173	0.23270825907957868	0.5044122423458799	1	2.8022293540588934	1.9825054113586191	4.297226080238775
Gynaecology	0.047	0.5599037699900835	0.3975990550783234	0.6951430896115484	0.20577276131766634	-0.013682537294828543	0.40112476009355874	0.3525375840603308	0.2283992703178746	0.49632043468684245	1	2.863518731441837	2.014827377920881	4.3782977003757955
Gynaecology	0.048	0.5685317784542226	0.40998645505324677	0.7009221451407477	0.2223191621235483	0.007435848898813739	0.4136013275916096	0.3452101301915333	0.22251960031120427	0.48838124231540714	1	2.9286488394382264	2.047580687766735	4.493986145314711
Gynaecology	0.049	0.5764552312655545	0.4194321434501875	0.7066210928900972	0.23819019963123098	0.027692260145776717	0.42556864743667877	0.3376406922674615	0.21785966030779927	0.4792430036338318	1	2.99890212483895	2.0866240976319417	4.59011089393274
Gynaecology	0.05	0.5844086190166505	0.4327062364968763	0.7118874148843483	0.25342639563860647	0.04713841494286133	0.43705727448794524	0.33059756754334935	0.21176569060226927	0.4713994995450931	1	3.0605311968361155	2.1213429402418096	4.722200263892524
Gynaecology	0.051000000000000004	0.5921159564361596	0.4430280050918248	0.7170866970192049	0.26806509376333965	0.06582197543417768	0.44809536714504433	0.32382234544583344	0.20836503335949866	0.4624842873396493	1	3.1274652432408	2.16223562052586	4.7992697432544595
Gynaecology	0.052000000000000005	0.5991049464548174	0.4523898801553449	0.7210110948251434	0.2821407650371215	0.08378693744505882	0.4587089177768704	0.31682924809459695	0.20210516056040295	0.4529871878424855	1	3.1954231830034034	2.207567955209171	4.947919181078058
Gynaecology	0.053	0.6059804893815955	0.4623996297414845	0.7263689454283722	0.29568527890434554	0.10107397636118969	0.4689219570640992	0.31021721416399456	0.19907076075383617	0.44357024781972165	1	3.2647873076689367	2.2544343425503817	5.023339436180399
Gynaecology	0.054	0.6121032841641884	0.47036909702468577	0.7302161960387876	0.30872814410982063	0.11772075457672326	0.47875673563698623	0.3033308982795232	0.194259530914243	0.4340806840822499	1	3.338881862837334	2.3037191855741375	5.147752574839878
Gynaecology	0.055	0.6187648279281365	0.47935118549994993	0.7348534414346327	0.321296723307824	0.13376219540260115	0.48823388589813205	0.2974435632950034	0.19065120372610642	0.4266818205883227	1	3.407025184789986	2.343666759991542	5.245180625636327
Gynaecology	0.056	0.6251254446136576	0.4894810422190176	0.7384747414149416	0.3334164246773271	0.14923072762755457	0.49737256650709394	0.29169552410739547	0.18627432955086531	0.4180240757881877	1	3.474177263736861	2.3922067122970967	5.3684262561596965
Gynaecology	0.057	0.6310596583545078	0.49617957511013205	0.7428677161071182	0.34511087336719865	0.16415650433584322	0.5061905916560924	0.2859420024465299	0.18242180841765399	0.4100513093793359	1	3.542733926477225	2.4387191974620293	5.481800716073718
Gynaecology	0.058	0.6365824528245775	0.505101127460841	0.7463341600448095	0.3564020652056952	0.17856759908867353	0.5147045469723666	0.28017787362820296	0.17869504662196345	0.4008143150026975	1	3.6128521078945055	2.494920871404365	5.596126020357138
Gynaecology	0.059000000000000004	0.6424806006003406	0.51409598969684	0.7508582669039743	0.36731050477848004	0.19249018215496716	0.5229298936338519	0.2751694696772923	0.17539215850398523	0.39486468814110937	1	3.6823428267903946	2.532513111582662	5.701509169696606
Gynaecology	0.06	0.6475850683218314	0.5198059786845703	0.7542989258914555	0.3778553296988386	0.205948679119051	0.5308810620732878	0.26972967339852816	0.1724981288643571	0.38644306151233376	1	3.756821880681811	2.5877033381362433	5.797164338239275
Gynaecology	0.061	0.6530291235782423	0.5282841774857059	0.75693463177982	0.38805442265459533	0.2189659138875911	0.5385715364655288	0.26497470092364694	0.16899779986289992	0.3812663373963867	1	3.8261730440857384	2.622838425308983	5.917236797328795
Gynaecology	0.062	0.6580122639830451	0.5354457709939856	0.7604709197124874	0.3979245126117793	0.2315632378571461	0.5460139310386655	0.26008775137126583	0.16562361131711786	0.37354814459704594	1	3.8925531255267245	2.677031098949143	6.037786481215925
Gynaecology	0.063	0.6627112961536745	0.5414400908947078	0.7644829495409434	0.4074812663798463	0.24376064678004844	0.5532200591174168	0.25523002977382825	0.16157725026893235	0.3671687708971366	1	3.9684436033632156	2.723543175933875	6.188990085984026
Gynaecology	0.064	0.6676855543400215	0.5497135463042611	0.7671163145883422	0.4167393715926613	0.2555768866741104	0.5602009956937072	0.2509461827473603	0.15968074344995242	0.3613028473031391	1	4.040457299789901	2.7677611938811433	6.262495892958138
Gynaecology	0.065	0.6719231409160532	0.5555419854766629	0.7696981547506968	0.4257126120296972	0.26702954995604694	0.5669671342214964	0.246210528886356	0.1562624878544782	0.3545211623867216	1	4.115908387314524	2.8207060862515	6.399488538404891
Gynaecology	0.066	0.6767097659500066	0.5601483441470957	0.7737784516226531	0.43441393608985335	0.27813516283550094	0.5735282382484433	0.2422958298601533	0.15357758433153879	0.3486388559069969	1	4.180745824372732	2.8682976184997697	6.511366905228375
Gynaecology	0.067	0.6808956869687747	0.5678238859781931	0.7763687667331257	0.4428555191332883	0.2889092648827322	0.5798934884238397	0.2380401678354864	0.15040493274810224	0.3427798750787709	1	4.2580646368913015	2.9173241278021527	6.648718108785641
Gynaecology	0.068	0.6849325020277717	0.5736706224640276	0.778991603129002	0.45104882032250476	0.2993664815756333	0.5860715253587833	0.23388368170526697	0.1479270269876901	0.33668280927343314	1	4.328554404303867	2.9701546157505843	6.760089892773001
Gynaecology	0.069	0.689033665008674	0.5786819032845075	0.781555418275117	0.4590046345207292	0.30952059053830505	0.5920704887593806	0.23002903048794482	0.14573915798885562	0.33215858687132677	1	4.40700805704888	3.0106101111680417	6.861573882637032
Gynaecology	0.07	0.6929626664119423	0.5845521589712694	0.7848447416294627	0.46673313974186176	0.3193845821020438	0.5978980532056752	0.22622952667008048	0.14325235730878358	0.3267206282946556	1	4.480284739005284	3.0607188941443026	6.980687919143474
Gynaecology	0.07100000000000001	0.6966878830878901	0.5892913192079029	0.7864114212246597	0.47424394059056785	0.32897071474849376	0.6035614609070037	0.22244394249732216	0.1406714662965102	0.3208091346091585	1	4.558598277450562	3.1171182244335736	7.108762184703621
Gynaecology	0.07200000000000001	0.7004947878468708	0.593829252805907	0.7892143247310741	0.48154610808236564	0.33829056593254264	0.6090675517277399	0.21894867976450516	0.13859681395109047	0.31618792727982337	1	4.628691599327832	3.1626760977566497	7.215173073554949
Gynaecology	0.073	0.7042552408539084	0.6005269572455998	0.7908613291667137	0.4886482161908262	0.34735507872798693	0.6144227907451679	0.21560702466308224	0.13569328359770036	0.3124287821638052	1	4.6946380682255135	3.200729436884164	7.369561510418431
Gynaecology	0.074	0.7076098097948773	0.6039977664201612	0.7937043127233427	0.4955583754314907	0.3561746046911224	0.6196332935729358	0.21205143436338653	0.1342559180730011	0.30600598703659454	1	4.7777535042541395	3.2679099179861204	7.448461225054323
Gynaecology	0.075	0.7109721996054439	0.6086473361281403	0.7956833017038063	0.5022842637590709	0.36475894329524067	0.6247048496586302	0.20868793584637305	0.13150301764960387	0.3022364946602647	1	4.854489679639858	3.3086672794982963	7.604388233100311
Lower GI	1e-9	-20740530.469505697	-27097099.14536511	-15234595.615437588	-65350376.88318799	-76142454.00727388	-55386705.24391428	-20740530.469505697	-27097099.14536511	-15234595.615437588	0	-4.856613093916969e-8	-6.564007507973831e-8	-3.6904319339087045e-8
Lower GI	0.001	-19.78139400799751	-26.069910530563366	-14.260234037934008	-64.35037788318799	-75.14245500727388	-54.38670624391428	-19.78139400799751	-26.069910530563366	-14.260234037934008	0	-0.05089756165349803	-0.07012507632546461	-0.03835839784846667
Lower GI	0.002	-9.423881459769438	-12.610888313056778	-6.659396265754837	-31.675188941593994	-37.07122750363694	-26.69335312195714	-9.423881459769438	-12.610888313056778	-6.659396265754837	0	-0.1069188512083529	-0.1501637626135123	-0.0792965552047546
Lower GI	0.003	-5.9641484737726564	-8.088190594895162	-4.126295857089612	-20.783459294395996	-24.380818335757954	-17.462235414638094	-5.9641484737726564	-8.088190594895162	-4.126295857089612	0	-0.16896445145201056	-0.2423481096017609	-0.12363704692020909
Lower GI	0.004	-4.23709771960539	-5.818756060137144	-2.8478346867411557	-15.337594470796997	-18.03561375181847	-12.84667656097857	-4.23709771960539	-5.818756060137144	-2.8478346867411557	0	-0.23810513571160338	-0.35114397779329765	-0.17185803811738298
Lower GI	0.005	-3.1982240449562473	-4.464735504405006	-2.0900091870410438	-12.070075576637597	-14.228491001454776	-10.077341248782854	-3.1982240449562473	-4.464735504405006	-2.0900091870410438	0	-0.3153925739516781	-0.47846679648962304	-0.22397743360578282
Lower GI	0.006	-2.5085821758616627	-3.564231257082654	-1.582055572265691	-9.891729647197998	-11.690409167878979	-8.231117707319047	-2.5085821758616627	-3.564231257082654	-1.582055572265691	0	-0.40264136889071833	-0.6320890477858567	-0.280565409190173
Lower GI	0.007	-2.0176552005269577	-2.917522356139496	-1.2427549781751397	-8.335768269026856	-9.877493572467698	-6.912386606273469	-2.0176552005269577	-2.917522356139496	-1.2427549781751397	0	-0.5008545482083019	-0.8046638460624399	-0.3427565851887204
Lower GI	0.008	-1.6426169339568892	-2.442580046681899	-0.9542914179863089	-7.168797235398499	-8.517806875909235	-5.923338280489285	-1.6426169339568892	-2.442580046681899	-0.9542914179863089	0	-0.6156403724283317	-1.0478979284634555	-0.4094031643023743
Lower GI	0.009000000000000001	-1.3573582562801658	-2.0570536556671875	-0.7410737081812643	-6.261153098131998	-7.460272778585987	-5.154078471546031	-1.3573582562801658	-2.0570536556671875	-0.7410737081812643	0	-0.7456479761376937	-1.3493934395921698	-0.4861321906949496
Lower GI	0.01	-1.1267861976475428	-1.7540471856847677	-0.5765155895811563	-5.535037788318799	-6.614245500727388	-4.538670624391428	-1.1267861976475428	-1.7540471856847677	-0.5765155895811563	0	-0.8982832505679704	-1.73455847596994	-0.5701100908431604
Lower GI	0.011	-0.9364922358340534	-1.5163641415824858	-0.4319592789754249	-4.940943443926181	-5.922041364297625	-4.035155113083117	-0.9364922358340534	-1.5163641415824858	-0.4319592789754249	0	-1.0834095668230006	-2.315033042629181	-0.6594722026860576
Lower GI	0.012	-0.7812677542476084	-1.3120861646439332	-0.32164499495239235	-4.445864823598999	-5.3452045839394895	-3.6155588536595236	-0.7812677542476084	-1.3120861646439332	-0.32164499495239235	1e-4	-1.2994513588482217	-3.1051770577479174	-0.7617900451908666
Lower GI	0.013000000000000001	-0.6490436757629571	-1.1357627297465815	-0.22527300417280016	-4.026952144860615	-4.857111923636452	-3.260515864916483	-0.6490436757629571	-1.1357627297465815	-0.22527300417280016	6e-4	-1.5679056566722416	-4.401393470048861	-0.8784248421964471
Lower GI	0.014	-0.5348348539728291	-0.9932622576043044	-0.1431477275720904	-3.667884134513428	-4.438746786233849	-2.9561933031367342	-0.5348348539728291	-0.9932622576043044	-0.1431477275720904	0.0026	-1.9076482458595327	-6.621359941038435	-0.9955005399422487
Lower GI	0.015	-0.43620946810045175	-0.8529109993740546	-0.06750064924616407	-3.3566918588791994	-4.076163667151593	-2.692447082927619	-0.43620946810045175	-0.8529109993740546	-0.06750064924616407	0.0087	-2.3172343290858928	-11.207714688510777	-1.1134392221874065
Lower GI	0.016	-0.3488453023879389	-0.7516405017605398	-0.002390781668928234	-3.0843986176992493	-3.7589034379546176	-2.4616691402446422	-0.3488453023879389	-0.7516405017605398	-0.002390781668928234	0.02412	-2.838581513086737	-19.650295138898922	-0.9905946853663414
Lower GI	0.017	-0.27444672488482524	-0.6465820283523284	0.053238961662234935	-2.8441398754816465	-3.4789679416043455	-2.2580415437596635	-0.27444672488482524	-0.6465820283523284	0.053238961662234935	0.0535	-3.4477064418998355	-32.07192165219863	22.566650659149932
Lower GI	0.018000000000000002	-0.2042726848488175	-0.5573388220652424	0.1006358057435162	-2.630576549065999	-3.2301363892929933	-2.0770392357730145	-0.2042726848488175	-0.5573388220652424	0.1006358057435162	0.1069	-4.114944376366585	-53.92877210527751	47.40144326057153
Lower GI	0.019	-0.14416435450187864	-0.4775028757530041	0.14535222880975066	-2.439493572799368	-3.007497631961783	-1.9150898023112781	-0.14416435450187864	-0.4775028757530041	0.14535222880975066	0.18354	-4.677055456279577	-75.47238256206998	71.67017954844056
Lower GI	0.02	-0.08994227588423781	-0.4045040259600876	0.18562726457027134	-2.2675188941593993	-2.807122750363694	-1.769335312195714	-0.08994227588423781	-0.4045040259600876	0.18562726457027134	0.28546	-4.8571038633733234	-92.49008887746332	94.77942087471122
Lower GI	0.021	-0.040366523525620715	-0.34187952953856793	0.22217131289769387	-2.1119227563422847	-2.625831190822565	-1.637462202091156	-0.040366523525620715	-0.34187952953856793	0.22217131289769387	0.40888	-4.201585038008595	-113.36636503126434	114.90690843109812
Lower GI	0.022	0.0033550164001423643	-0.28701117142159377	0.2549476560501852	-1.9704717219630903	-2.461020682148813	-1.5175775565415583	0.0033550164001423643	-0.28701117142159377	0.2549476560501852	0.5297	4.064538397645485	-117.2567458111727	113.8958458166096
Lower GI	0.023	0.04438058554901196	-0.23190706861944607	0.28296418011775387	-1.8413207775299127	-2.310541522055386	-1.4081176627788818	0.04438058554901196	-0.23190706861944607	0.28296418011775387	0.6479	5.53450799586431	-102.0263133704569	113.09762110528955
Lower GI	0.024	0.08292176382962854	-0.17869516756877216	0.3113288144568724	-1.7229324117994995	-2.1726022919697447	-1.3077794268297616	0.08292176382962854	-0.17869516756877216	0.3113288144568724	0.75334	5.906365003333903	-90.46469849428426	97.19736466216075
Lower GI	0.025	0.11672276949722597	-0.13904333861007345	0.3388321955410437	-1.6140151153275195	-2.045698200290955	-1.2154682497565712	0.11672276949722597	-0.13904333861007345	0.3388321955410437	0.83322	5.739240990391377	-72.48183719391517	80.83604221689781
Lower GI	0.026000000000000002	0.14903817369800398	-0.09631018749804358	0.36163201613685225	-1.5134760724303071	-1.928555961818226	-1.1302579324582414	0.14903817369800398	-0.09631018749804358	0.36163201613685225	0.89452	5.389313353748328	-48.57914569625039	58.71490288873125
Lower GI	0.027	0.17884456902357512	-0.0560785176140971	0.383547228356322	-1.4203843660439996	-1.8200909261953293	-1.0513594905153438	0.17884456902357512	-0.0560785176140971	0.383547228356322	0.9379	4.96792200414885	-31.194110690614423	44.708120522821076
Lower GI	0.028	0.20553536492694663	-0.0204002347051168	0.40331178427018793	-1.333942067256714	-1.7193733931169246	-0.9780966515683672	0.20553536492694663	-0.0204002347051168	0.40331178427018793	0.96364	4.532045455888701	-15.8851079616558	31.75311493744637
Lower GI	0.029	0.23152198792313997	0.012277168482807166	0.4234383916429316	-1.253461306316827	-1.6256018968025474	-0.9098864222039404	0.23152198792313997	0.012277168482807166	0.4234383916429316	0.97976	4.134955397791508	2.114628308482866	21.62363878626351
Lower GI	0.03	0.2549188123034811	0.04359274185974818	0.43882627207202446	-1.1783459294395997	-1.5380818335757962	-0.8462235414638095	0.2549188123034811	0.04359274185974818	0.43882627207202446	0.98996	3.8069544958784176	2.186655276887152	16.80071986209114
Lower GI	0.031	0.2774634147976731	0.07275718240231033	0.45619274395112624	-1.10807670590929	-1.456208226041093	-0.7866679433520736	0.2774634147976731	0.07275718240231033	0.45619274395112624	0.99484	3.533621281835712	2.154517507271804	12.186879938405369
Lower GI	0.032	0.2983120074930454	0.10201507783829256	0.47168742063562574	-1.0421993088496246	-1.3794517189773088	-0.7308345701223212	0.2983120074930454	0.10201507783829256	0.47168742063562574	0.99804	3.2970176670922973	2.110420099227821	9.50851527600946
Lower GI	0.033	0.3181575392382062	0.12479324106380114	0.48597177868685676	-0.9803144813087268	-1.3073471214325416	-0.6783850376943719	0.3181575392382062	0.12479324106380114	0.48597177868685676	0.99904	3.099460014080196	2.052942809977732	7.917947671350025
Lower GI	0.034	0.33634678786710553	0.14961982366556373	0.4981551477968335	-0.9220699377408231	-1.2394839708021728	-0.6290207718798316	0.33634678786710553	0.14961982366556373	0.4981551477968335	0.99958	2.935052530380859	2.004821644710736	6.645197214970171
Lower GI	0.035	0.3546955877154751	0.17335150221489182	0.5125500597192233	-0.867153653805371	-1.1754987144935396	-0.5824773212546938	0.3546955877154751	0.17335150221489182	0.5125500597192233	0.9998	2.7860055846768965	1.9502676560999024	5.763656195947874
Lower GI	0.036000000000000004	0.370889010383757	0.19444520345378558	0.524683871321535	-0.8152882745329996	-1.1150681946464966	-0.5385196178865077	0.370889010383757	0.19444520345378558	0.524683871321535	0.99996	2.667243638574047	1.9057373574888445	5.139409021475352
Lower GI	0.037	0.3864742476234078	0.21582275654930128	0.5341951201112923	-0.7662264292753511	-1.0579041893857808	-0.496938006592278	0.3864742476234078	0.21582275654930128	0.5341951201112923	0.99998	2.564199228524606	1.8718625710791579	4.632529643456712
Lower GI	0.038	0.4004933067267785	0.2335348256414936	0.5465677448418369	-0.7197467863996838	-1.0037488159808916	-0.4575449011556389	0.4004933067267785	0.2335348256414936	0.5465677448418369	1	2.472674080282466	1.829599367377732	4.282016599709094
Lower GI	0.039	0.4147611784016169	0.2522514392809263	0.5562652532936015	-0.675650714953538	-0.9523706412121506	-0.4201719549721608	0.4147611784016169	0.2522514392809263	0.5562652532936015	1	2.3895347657382624	1.7977035132819017	3.964298491701207
Lower GI	0.04	0.42775157945932313	0.269358307155245	0.565660379915225	-0.6337594470796998	-0.9035613751818472	-0.38466765609785714	0.42775157945932313	0.269358307155245	0.565660379915225	1	2.317248028921535	1.7678452221690422	3.7125270446048146
Lower GI	0.041	0.4402947153764177	0.2851966467597724	0.5750349011567081	-0.5939116556875117	-0.8571330489578993	-0.35089527424181155	0.4402947153764177	0.2851966467597724	0.5750349011567081	1	2.2532960918342098	1.7390248800658747	3.5063525864307445
Lower GI	0.042	0.45247708862531444	0.3012742692653957	0.5844219494749153	-0.5559613781711424	-0.8129155954112827	-0.3187311010455779	0.45247708862531444	0.3012742692653957	0.5844219494749153	1	2.1948623985287243	1.7110924751906536	3.3192346713877816
Lower GI	0.043000000000000003	0.4646217208232313	0.31790290625388384	0.5921053395383721	-0.5197762298415811	-0.7707547676110205	-0.28806293590498316	0.4646217208232313	0.31790290625388384	0.5921053395383721	1	2.137088103070089	1.68888867102643	3.1456145272760283
Lower GI	0.044	0.4750490970994584	0.33107991302919443	0.6005559767468871	-0.4852358609815452	-0.7305103410744064	-0.258788778270779	0.4750490970994584	0.33107991302919443	0.6005559767468871	1	2.0902444979589863	1.665123716577386	3.0204188205444513
Lower GI	0.045	0.48542199383437445	0.34457040927526944	0.6085562143736855	-0.4522306196263997	-0.6920545557171973	-0.23081569430920612	0.4854219036878276	0.34457040927526944	0.6085562143736855	1	2.046633588383396	1.6432335688658983	2.9021644723399898
Lower GI	0.046	0.49545549492262125	0.356414041728999	0.6161584105647524	-0.4206603887649563	-0.6552707610276931	-0.20405883138944084	0.4954549719531733	0.356414041728999	0.6161584105647524	1	2.0064248125115767	1.6229592631605467	2.805725597073259
Lower GI	0.047	0.5055265753335593	0.37090783942151195	0.6232383729431363	-0.39043357198272316	-0.6200522341973165	-0.1784405583811548	0.5055249960059821	0.37090783942151195	0.6232234069531727	1	1.96564207007953	1.6045610432099289	2.6960875294898434
Lower GI	0.048	0.5145668724471039	0.3827588147931862	0.630467778724544	-0.3614662058997497	-0.5863011459848724	-0.1538897134148808	0.5145623479939262	0.3827588147931862	0.630457170479508	1	1.9333590655867328	1.5861505695007492	2.6126112877160743
Lower GI	0.049	0.5229296505537567	0.39380259228967635	0.6363897254220563	-0.33368118128955077	-0.5539276532096711	-0.13034094375335262	0.5229194626841167	0.39380259228967635	0.6363615993325801	1	1.9012654598572098	1.5714336016642554	2.539343366746768
Lower GI	0.05	0.531759303972193	0.40541638072899777	0.6419821950486256	-0.3070075576637596	-0.5228491001454773	-0.10773412487828551	0.5317368267178496	0.40541638072899777	0.6418973264673858	1	1.869357486501246	1.5578815470577183	2.4665998904021698
Lower GI	0.051000000000000004	0.539612719351787	0.4149729953781508	0.6476811962978448	-0.28137995849388203	-0.4929893138681151	-0.08601384791988784	0.5395666435833609	0.4149729953781508	0.6470788464332705	1	1.8431686360081052	1.5454067236400653	2.4097953629712214
Lower GI	0.052000000000000005	0.5474830637996244	0.4251195697289255	0.6532852969381494	-0.2567380362151536	-0.46427798090911293	-0.06512896622912083	0.5473848865770989	0.4251195697289255	0.6524662886195904	1	1.8173416905548374	1.5326462340730342	2.3522793849636066
Lower GI	0.053	0.5552733146845205	0.43642986483317303	0.6602765056639697	-0.2330259977959999	-0.4366500944768658	-0.045032193281401615	0.5550809560918611	0.43642986483317303	0.6588746436670891	1	1.7930402764102156	1.5177393903595142	2.291318905220558
Lower GI	0.054	0.5624098967508768	0.4444781074580255	0.6654226539207907	-0.21019218302199985	-0.4100454630976645	-0.025679745257671867	0.5620448878801644	0.4444781074580255	0.6634161564640534	1	1.7708384937438808	1.5073494823114943	2.249829594035074
Lower GI	0.055	0.5697676027170601	0.45562006072192396	0.6702256566635101	-0.18818868878523606	-0.38440827285952484	-0.007031022616623211	0.5691124590904838	0.45562006072192396	0.6675817247245586	1	1.7480947966940477	1.4979439415020546	2.1948111731952125
Lower GI	0.056	0.5760531029391976	0.4622964753031527	0.6744442138699059	-0.166971033628357	-0.3596866965584622	0.010951674215816358	0.5749284247825563	0.4621595383396888	0.66968371574071	1	1.7299222743712668	1.493242222403396	2.1637549742944326
Lower GI	0.057	0.5825505706535006	0.47022150190949175	0.6789659256378614	-0.14649785759978914	-0.33583254398726087	0.02830339922957412	0.580683508055527	0.4701449874438163	0.6731537627393099	1	1.7127339466522997	1.485544693282122	2.1270034281238805
Lower GI	0.058	0.588900736919272	0.47975790872994134	0.6844933131223535	-0.12673065315841348	-0.3128009484012736	0.045056788898029776	0.5859299011216291	0.479714169227588	0.6751061106525731	1	1.698009090862739	1.4812486277688832	2.084574657467749
Lower GI	0.059000000000000004	0.5950341613745679	0.48715165967212753	0.688359429046403	-0.10763352344386407	-0.2905500848690486	0.06124226705230049	0.5904952223695871	0.48678064561708745	0.6778799130478783	1	1.6847325021362085	1.4751875380349737	2.0543133935527242
Lower GI	0.06	0.6008421061176554	0.49396360333292894	0.6925827231253058	-0.0891729647197998	-0.26904091678789804	0.07688822926809537	0.594153689874068	0.4927540131945259	0.6794175126838283	1	1.6752671052491586	1.4718490199987302	2.029410158497112
Lower GI	0.061	0.6062985862860235	0.5024549576480292	0.6972606410397205	-0.07131767021619659	-0.2482369673323588	0.09202120911615924	0.5967470236784024	0.5003574690911582	0.6791348322898898	1	1.6682313811533804	1.4724616562946435	1.9985711451850063
Lower GI	0.062	0.6118122402839576	0.5105337874460109	0.701005250599186	-0.054038352954644986	-0.22810411302054637	0.10666602832396321	0.5985989909106483	0.5047571112828295	0.6803863948348366	1	1.6646128057306027	1.4697530808871382	1.9811508895228465
Lower GI	0.063	0.6172834751295496	0.5164033837785758	0.7054657429850443	-0.03730758544742844	-0.20861039694085534	0.12084593263628125	0.5994889296816343	0.5074574621666736	0.68024413902048	1	1.6619985079275823	1.470060442475788	1.9706085229942043
Lower GI	0.064	0.6221368519715609	0.5225761289366944	0.7084895977482953	-0.021099654424812223	-0.18972585948865422	0.1345827149388395	0.5988161682846772	0.5068762325023703	0.6790530905944305	1	1.6641975154180177	1.4726389053392575	1.972868199145796
Lower GI	0.065	0.627323035506125	0.5292520387319645	0.7121211894203467	-0.0053904289721229464	-0.1714223847272905	0.14789682701670329	0.5975133319260402	0.5047633486473215	0.6788545903314313	1	1.6672130076327962	1.4730695118587314	1.981126408413375
Lower GI	0.066	0.6319691705831466	0.5350107822037616	0.7158970979124474	0.009842759345636585	-0.1536735607162708	0.16080748115281393	0.5947162865529187	0.5002255818137208	0.6768434903622916	1	1.6748689204407963	1.4774464322231473	1.9990980796601663
Lower GI	0.067	0.6366116206021026	0.540859616178897	0.7196341540687052	0.024621225624059825	-0.13645455234737128	0.17333274262814502	0.591047130706701	0.4952004265444425	0.6754853988601581	1	1.685142166726118	1.4804168997444713	2.019384367265175
Lower GI	0.068	0.6414334747445287	0.5470696108426095	0.7223359499252732	0.03896503112958855	-0.11974198540108637	0.18548961406008427	0.5867573740768124	0.4880950122214783	0.6734659066592381	1	1.6970679237603576	1.4848561599320858	2.048781435930215
Lower GI	0.069	0.6455283326164422	0.5537580288051636	0.7250557299218103	0.05289307415669577	-0.1035138406851288	0.19729411240703934	0.5810798093682463	0.48044684178967134	0.6709279076014756	1	1.714781785825241	1.4904731025058453	2.0813957196349935
Lower GI	0.07	0.6501417198018211	0.5596607882759923	0.729457636227048	0.06642317309731462	-0.08774935724676945	0.2087613393726533	0.575391354329826	0.47333658027715797	0.6674537852268823	1	1.731508234035054	1.4982310717739185	2.1126615640627495
