pathway	thr	estimate	lower	upper	estimate_none	lower_none	upper_none	estimate_delta	lower_delta	upper_delta	p_useful	estimate_trade_off_negative	lower_trade_off_negative	upper_trade_off_negative
Overall	0.057	0.5403059368871183	0.46780280889771986	0.6067204227453272	-0.18439846359719086	-0.3039314107620371	-0.07122214145942844	0.5402962339531912	0.46780280889771986	0.6066616814821689	1	1.8473065642809248	1.6483651935248342	2.1376528335869796
Overall	0.058	0.5471208830422508	0.47602376368709315	0.6128943333243373	-0.16397780043172208	-0.2814498347144157	-0.052752794192886615	0.5470935773786866	0.47602376368709315	0.6126411275768001	1	1.8243718900114723	1.6322769644428168	2.100735459621636
Overall	0.059000000000000004	0.553811234332199	0.48412197816538577	0.6180389774186903	-0.14424936313626913	-0.2597303459904426	-0.034909526494702026	0.5537335327040037	0.48412197816538577	0.6175063149494558	1	1.8025969503963855	1.619416637332237	2.0655951292331944
Overall	0.06	0.5599957349634792	0.49043195223561825	0.623372936740247	-0.12517854041733142	-0.23873484022393535	-0.017661034386457185	0.5597892156092015	0.49043195223561825	0.6221434672681769	1	1.7830280650147943	1.6073462997063783	2.0390188596871917
Overall	0.061	0.566481308584747	0.4989079459726265	0.6284194421381738	-0.10673299057442444	-0.2184277116956742	-9.780666096299807e-4	0.565996740907055	0.4989079459726265	0.6258916950273855	1	1.7634181781667664	1.5977205129063998	2.004377777735949
Overall	0.062	0.5723923255047406	0.5056847663334547	0.633677117375169	-0.08888245846838529	-0.19877565182961496	0.015166740916331752	0.5713470992325445	0.5056443331951955	0.6295874109775943	1	1.7466627309158258	1.5883417974456446	1.9776746902372322
Overall	0.063	0.5783761627762707	0.5128856359857102	0.6382930269687634	-0.0715986099212681	-0.17974746687993856	0.03079901487004072	0.5762691047038404	0.5126933473323769	0.6321606658291432	1	1.7313636432991115	1.5818763394405102	1.950483666765876
Overall	0.064	0.5838428496149435	0.5187708267587559	0.6428668065596789	-0.05485488164124814	-0.16131391270993928	0.04594278026269652	0.5799239808653215	0.5181452905880697	0.6333832345229644	1	1.7200443831364312	1.5788229708351462	1.9299606079010794
Overall	0.065	0.5895017635864788	0.5262295374705181	0.6478848846172444	-0.038626345000613696	-0.1434475448220943	0.06062058364327026	0.5827332507479704	0.524150746574169	0.6349695044552498	1	1.712746445148124	1.5748787823452166	1.9078480886205553
Overall	0.066	0.5947138259868185	0.5320350468614093	0.6518196833768722	-0.022889582197574	-0.1261225820217594	0.07485360510322082	0.5837945764010798	0.525856140507736	0.6354992645780668	1	1.7099960244765824	1.5735659437216505	1.901660783204992
Overall	0.067	0.6000739205247342	0.5391665791331179	0.6564416283594857	-0.007622573508058068	-0.10931478229009137	0.08866176025093381	0.5834964971245505	0.5256048669436586	0.635160740786444	1	1.710648296246228	1.5744046125454196	1.9025699016378281
Overall	0.068	0.6048563656639806	0.5441334395688309	0.6615046178845176	0.0071954055141194555	-0.09300132960935446	0.10206379318842031	0.5810772730388136	0.5215816474337664	0.6338131335700095	1	1.7173455256474797	1.5777520960698608	1.9172453726603007
Overall	0.069	0.6099830012015484	0.5505461974148691	0.6648253994864336	0.0215838778979726	-0.07716073062950897	0.11507736140308066	0.5775562895969398	0.5156474713459198	0.6314361920506569	1	1.7275209073883535	1.583691293894348	1.9393094227846814
Overall	0.07	0.6143549981517956	0.5556793445863829	0.6684613872792261	0.035561251070858925	-0.061772720191944366	0.12771911338303688	0.5720582931486003	0.5076333760090056	0.629065131310727	1	1.7440421579331709	1.5896605140470674	1.9699256340225637
Overall	0.07100000000000001	0.6191040119172759	0.561042170405632	0.6722882367906136	0.04914489542197347	-0.046818174837128385	0.14000475967341655	0.5659763042870561	0.5006170701796495	0.6257485218834961	1	1.7627803263010349	1.5980860761745341	1.9975347617316166
Overall	0.07200000000000001	0.6235791712292501	0.5664723116514011	0.6760542379628691	0.06235121631889065	-0.03227903351994588	0.15194913801128587	0.5589983007645696	0.4923239477303076	0.6212594975826673	1	1.7875863713758053	1.6096333398396891	2.0311829327240822
Overall	0.073	0.6278327049943349	0.5708851661863077	0.6797777784552624	0.07519572020493294	-0.018138224841590788	0.16356627310702143	0.5514546296222458	0.48574945123317315	0.6161923125677062	1	1.8124317734753834	1.6228699703186698	2.0586744824488163
Overall	0.074	0.6320086456962272	0.5759926859835742	0.6835234376005628	0.08769307533729877	-0.004379600181569317	0.17486943157854823	0.5437309131579401	0.47786396269199743	0.6103260922615238	1	1.8399177588974807	1.638468374004094	2.092645769740834
Overall	0.075	0.6361949027295531	0.5813083469779992	0.6865959339895039	0.09985716766613478	0.009012127820851638	0.1858711724908342	0.5360640617435946	0.4702795136315144	0.6033961043144336	1	1.8669908543160094	1.6572861389999816	2.126394986425341
Gynaecology	1e-9	-18992029.526892595	-26570148.579238597	-12666207.432965633	-37328679.21806968	-47643078.25285695	-28147135.27560274	-18992029.526892595	-26570148.579238597	-12666207.432965633	0	-5.325945142776886e-8	-7.895023080565223e-8	-3.76362216297638e-8
Gynaecology	0.001	-18.05237223377386	-25.647089294799883	-11.704288303631628	-36.328680218069685	-46.64307925285695	-27.147136275602744	-18.05237223377386	-25.647089294799883	-11.704288303631628	0	-0.056064153445653825	-0.08543877033456523	-0.03899077936314307
Gynaecology	0.002	-8.540300745466311	-12.32443286266453	-5.379474641053279	-17.664340109034843	-22.82153962642847	-13.073568137801372	-8.540300745466311	-12.32443286266453	-5.379474641053279	0	-0.1186365390839943	-0.1858917583454644	-0.0811396362970186
Gynaecology	0.003	-5.373401789666303	-7.912517100639402	-3.24775944692913	-11.442893406023227	-14.88102641761898	-8.382378758534246	-5.373401789666303	-7.912517100639402	-3.24775944692913	0	-0.18858141613835805	-0.30790457740236693	-0.12638203333893264
Gynaecology	0.004	-3.7872480172066094	-5.697004525647504	-2.1983494887756008	-8.332170054517421	-10.910769813214237	-6.036784068900686	-3.7872480172066094	-5.697004525647504	-2.1983494887756008	0	-0.2679499575020638	-0.45488672595051005	-0.17553084182230472
Gynaecology	0.005	-2.8400354926936116	-4.371259872212884	-1.5610793986472722	-6.465736043613937	-8.528615850571388	-4.6294272551205475	-2.8400354926936116	-4.371259872212884	-1.5610793986472722	0	-0.35809616123746746	-0.6405824080301936	-0.22876699835652445
Gynaecology	0.006	-2.205661717541783	-3.473167690282153	-1.1517874596234723	-5.221446703011614	-6.94051320880949	-3.6911893792671235	-2.205661717541783	-3.473167690282153	-1.1517874596234723	0	-0.46101735730481636	-0.8682157386485325	-0.2879216004467588
Gynaecology	0.007	-1.7497304636277227	-2.8283409747887	-0.8442006204962953	-4.332668602581384	-5.806154178979563	-3.0210194679432485	-1.7497304636277227	-2.8283409747887	-0.8442006204962953	2e-5	-0.5817827169578491	-1.1844903542783378	-0.3535571647601786
Gynaecology	0.008	-1.4085775325336332	-2.3582970799622416	-0.6131249255117585	-3.66608502725871	-4.955384906607119	-2.518392034450343	-1.4085775325336332	-2.3582970799622416	-0.6131249255117585	0	-0.7246374278820935	-1.6309889851077473	-0.4240347870979349
Gynaecology	0.009000000000000001	-1.1471930151477039	-1.9982424908006045	-0.4378847090089549	-3.1476311353410757	-4.293675472539659	-2.1274595861780816	-1.1471930151477039	-1.9982424908006045	-0.4378847090089549	1.2e-4	-0.8895428705149009	-2.2792793344469713	-0.5001509887455975
Gynaecology	0.01	-0.9363551671296015	-1.6932141405625976	-0.29748992786682826	-2.7328680218069685	-3.764307925285694	-1.8147136275602738	-0.9363551671296015	-1.6932141405625976	-0.29748992786682826	8e-4	-1.0890767037265547	-3.319619961289972	-0.5884539628036096
Gynaecology	0.011	-0.7623594032264324	-1.4498211551776612	-0.1839488783629803	-2.3935163834608804	-3.3311890229869943	-1.55883057050934	-0.7623594032264324	-1.4498211551776612	-0.1839488783629803	0.0024	-1.3397661930618088	-5.156983339799507	-0.6809708031455062
Gynaecology	0.012	-0.6193330423326864	-1.2523804542578447	-0.08909949935835458	-2.110723351505807	-2.970256604404745	-1.3455946896335615	-0.6193330423326864	-1.2523804542578447	-0.08909949935835458	0.00914	-1.644186614235858	-8.273386800456127	-0.755428668937107
Gynaecology	0.013000000000000001	-0.49816422696958296	-1.0799385307518872	-0.009410297578249226	-1.871436939851514	-2.6648522502197647	-1.1651643288925184	-0.49816422696958296	-1.0799385307518872	-0.009410297578249226	0.0226	-2.0222308451845707	-13.912339376544232	-0.7237789658128054
Gynaecology	0.014	-0.3928330287492114	-0.9334972180485812	0.06008460102712894	-1.6663343012906917	-2.4030770894897815	-1.0105097339716245	-0.3928330287492114	-0.9334972180485812	0.06008460102712894	0.04896	-2.444353954961297	-24.091753338047642	15.826212693261951
Gynaecology	0.015	-0.30345156021503933	-0.8097196345546515	0.12271822870804329	-1.4885786812046458	-2.1762052835237964	-0.8764757517068494	-0.30345156021503933	-0.8097196345546515	0.12271822870804329	0.09332	-2.8973432649163353	-34.286983059115926	30.534761107712974
Gynaecology	0.016	-0.2232712067251472	-0.693958352994174	0.17180350026614247	-1.333042513629355	-1.977692453303559	-0.7591960172251713	-0.2232712067251472	-0.693958352994174	0.17180350026614247	0.15768	-3.310301925253123	-50.33089261570278	47.79272452054746
Gynaecology	0.017	-0.15408542580280388	-0.5992987106485752	0.22066826134920078	-1.1958047187099812	-1.8025340736974669	-0.6557138985648668	-0.15408542580280388	-0.5992987106485752	0.22066826134920078	0.23978	-3.542086240265001	-65.45138735794792	65.25580586406933
Gynaecology	0.018000000000000002	-0.09257277959180803	-0.5161181157974349	0.26180656147300313	-1.0738155676705377	-1.6468377362698299	-0.5637297930890409	-0.09257277959180803	-0.5161181157974349	0.26180656147300313	0.3379	-3.4899146050689174	-77.96183556715329	77.4615544817632
Gynaecology	0.019	-0.03616866490425282	-0.4370957328666077	0.29683698223864935	-0.9646673798984046	-1.5075304869924708	-0.48142822503172333	-0.03616866490425282	-0.4370957328666077	0.29683698223864935	0.44678	-2.789372242478567	-87.03035142725514	85.27818054524234
Gynaecology	0.02	0.014499702089878637	-0.36591189715780603	0.33228554306091906	-0.8664340109034842	-1.382153962642847	-0.407356813780137	0.014499702089878637	-0.36591189715780603	0.33228554306091906	0.55644	3.585101962109002	-84.85008524918193	87.29542668447762
Gynaecology	0.021	0.05855204562598514	-0.3020874770340881	0.359730317321467	-0.7775562008604608	-1.2687180596598542	-0.3403398226477493	0.058551958394758526	-0.3020874770340881	0.359730317321467	0.65456	4.356213610840318	-81.4232137811412	84.70773264678989
Gynaecology	0.022	0.10061760824111864	-0.23876539141034853	0.3868775329273694	-0.6967581917304401	-1.1655945114934976	-0.2794152852546699	0.10061482481164605	-0.23876539141034853	0.3868775329273694	0.74408	4.599300384615457	-69.57496851314013	75.43562418098155
Gynaecology	0.023	0.1380209235526827	-0.19220075687534213	0.41263330756075806	-0.6229860964378123	-1.0714382283850845	-0.2237885337218583	0.13800604150573378	-0.19220075687534213	0.4126279713558812	0.81664	4.543521179822836	-57.81587393393533	67.71746711609494
Gynaecology	0.024	0.17263953820009856	-0.14220942581137305	0.43780904213121546	-0.5553616757529034	-0.9851283022023725	-0.17279734481678075	0.1725975375550209	-0.14220942581137305	0.4374350388493139	0.87486	4.379550780195871	-44.40253719406208	55.133380436894974
Gynaecology	0.025	0.2033815037506932	-0.10133658115586466	0.45768793466110075	-0.49314720872278733	-0.9057231701142777	-0.12588545102410967	0.20326493672439497	-0.10133658115586466	0.4566378629284241	0.9148	4.126646063602638	-32.201687840261556	40.94128352571105
Gynaecology	0.026000000000000002	0.23325630783291004	-0.06200604246527883	0.47702711676857357	-0.43571846992575697	-0.8324261251098822	-0.08258216444625914	0.23297845923569532	-0.06200604246527883	0.4746861189108317	0.94528	3.8412794703822177	-20.506656208547206	30.10269605407751
Gynaecology	0.027	0.2603249987154922	-0.021958591779321433	0.4956769464810987	-0.3825437117803587	-0.7645584908465534	-0.042486528726027574	0.2597268795662864	-0.021958591779321433	0.49053032366618005	0.96624	3.579977504702621	-11.198572957993091	23.744928190110404
Gynaecology	0.028	0.2852768849408315	0.012632128868405909	0.514419080998124	-0.33316715064534586	-0.7015385447448909	-0.005254866985812162	0.2840895873943788	0.012632128868405909	0.50479165334719	0.97936	3.332380869394274	1.782235178318868	18.424342599634436
Gynaecology	0.029	0.3095376460271247	0.04961951203209482	0.528289786409062	-0.28719586958860965	-0.642864801822653	0.029409093944733226	0.3073429353632428	0.04961951203209482	0.5145107655948575	0.98848	3.124574943416123	1.867244801168711	13.319325567766061
Gynaecology	0.03	0.3315533939466261	0.07987748498460989	0.543381364079843	-0.24428934060232288	-0.5881026417618982	0.061762124146575274	0.32775789103036235	0.07987748498460989	0.5234759375143272	0.9938	2.9504086354972996	1.8761992709114832	10.751911785336475
Gynaecology	0.031	0.35144390628875327	0.10704840563265645	0.5547015924152485	-0.2041509747764414	-0.5368735242857079	0.092027862077331	0.34521296901605747	0.10704840563265645	0.5301063679027808	0.99656	2.810644134535351	1.8704432448433361	8.639194475004542
Gynaecology	0.032	0.37083143610149283	0.13439338149929975	0.569391234086925	-0.1665212568146776	-0.4888462266517794	0.12040199138741434	0.3611157751847513	0.13439338149929975	0.5357213266817901	0.99816	2.6913660332006466	1.8587174570256908	7.201849061724365
Gynaecology	0.033	0.38836924254491184	0.15734702368259323	0.5803412651862714	-0.13117212782029336	-0.4437296743289982	0.1470564764968867	0.3739028716689327	0.15734702368259323	0.540847143618756	0.99896	2.611770493357125	1.844246124073581	6.237013715862179
