pathway	par_name	threshold	decision_strategy_name	estimate	2.5%	97.5%
Lung	net_benefit	0.061	mced_test	0.20825979604205896	0.16423633336686191	0.2558815421872909
Lung	net_benefit	0.062	mced_test	0.20822638568461074	0.16391413734426177	0.2561090191282525
Lung	net_benefit	0.063	mced_test	0.20810924114850146	0.16415582558605682	0.255729240471071
Lung	net_benefit	0.064	mced_test	0.208253640103248	0.16421941581268754	0.2563587643512791
Lung	net_benefit	0.065	mced_test	0.20816782873456516	0.16387034711423695	0.2561743966527644
Lung	net_benefit	0.066	mced_test	0.20818177259044793	0.16389068485013422	0.2557178788526975
Lung	net_benefit	0.067	mced_test	0.20799425448792763	0.1634758634521812	0.2553953444321201
Lung	net_benefit	0.068	mced_test	0.20800881100676535	0.1638420999753532	0.25612647173069286
Lung	net_benefit	0.069	mced_test	0.20791517561823075	0.16395174645604776	0.2559461370638455
Lung	net_benefit	0.07	mced_test	0.20803527434341684	0.1635960625097558	0.25599805439024054
Lung	net_benefit	0.07100000000000001	mced_test	0.20786900148880821	0.1639060608376525	0.25559311239644844
Lung	net_benefit	0.07200000000000001	mced_test	0.20781829199610266	0.16365954649289774	0.2553936248173223
Lung	net_benefit	0.073	mced_test	0.2077743642968848	0.16377354978216044	0.2555539478834
Lung	net_benefit	0.074	mced_test	0.2078298160374092	0.16346053880155842	0.25513693920158875
Lung	net_benefit	0.075	mced_test	0.2077571771438507	0.16368625655735167	0.2557635399500932
RDC	net_benefit	1e-9	mced_test	0.04133170238496244	0.025619774502153865	0.060414477980642166
RDC	net_benefit	0.001	mced_test	0.04131107252617241	0.025617244765769057	0.06050482169252156
RDC	net_benefit	0.002	mced_test	0.04134336810865399	0.025737203857364145	0.0606181124647935
RDC	net_benefit	0.003	mced_test	0.041366385926366024	0.02586581824909295	0.06053294324448875
RDC	net_benefit	0.004	mced_test	0.041245946374679224	0.025529214270779317	0.060663279777761696
RDC	net_benefit	0.005	mced_test	0.04122895914111112	0.025524288513285122	0.060524696051742315
RDC	net_benefit	0.006	mced_test	0.04126692118283716	0.025460855990570803	0.06036655784567505
RDC	net_benefit	0.007	mced_test	0.041222563580535394	0.02560129606475268	0.060245330844731076
RDC	net_benefit	0.008	mced_test	0.04118015831657196	0.02559590867975221	0.06035337785930696
RDC	net_benefit	0.009000000000000001	mced_test	0.0411919477990804	0.02557735781257818	0.060133304411066915
RDC	net_benefit	0.01	mced_test	0.04108740965124473	0.02543729957189416	0.06017453285330715
RDC	net_benefit	0.011	mced_test	0.04116531227424242	0.02553771936280249	0.060341497634199756
RDC	net_benefit	0.012	mced_test	0.04109457635244022	0.025430015289449045	0.060302587170529304
RDC	net_benefit	0.013000000000000001	mced_test	0.041042558770998404	0.025473710993026456	0.060157700106020263
RDC	net_benefit	0.014	mced_test	0.04106264972057062	0.025514426326247206	0.060498159893877614
RDC	net_benefit	0.015	mced_test	0.041056572996416074	0.025371115910398197	0.05999053255253522
RDC	net_benefit	0.016	mced_test	0.04108136331478156	0.02538862245427749	0.06022223433989129
RDC	net_benefit	0.017	mced_test	0.04102853647585239	0.025268542408336165	0.0601887792808195
RDC	net_benefit	0.018000000000000002	mced_test	0.04101785762485853	0.02542163384736012	0.06016845873262391
RDC	net_benefit	0.019	mced_test	0.04095915773082209	0.025245405803082863	0.06013534302378588
RDC	net_benefit	0.02	mced_test	0.04099580489574229	0.025348077791148744	0.06008308600303737
RDC	net_benefit	0.021	mced_test	0.04098331233757686	0.025378428469149932	0.06016355476734716
RDC	net_benefit	0.022	mced_test	0.04090618274498705	0.025209894746033433	0.06028048529916105
RDC	net_benefit	0.023	mced_test	0.04094873690221566	0.025328794666967188	0.06005245178957859
RDC	net_benefit	0.024	mced_test	0.04091462504203829	0.025222716173638506	0.06016696541431843
RDC	net_benefit	0.025	mced_test	0.040865488262759854	0.02534753279381798	0.060160986461417404
RDC	net_benefit	0.026000000000000002	mced_test	0.040853396814627435	0.025133179325218264	0.0598705569672341
RDC	net_benefit	0.027	mced_test	0.04084638293025274	0.025077421640056823	0.060087597870659114
RDC	net_benefit	0.028	mced_test	0.04085732134153085	0.025188682863234526	0.05984029360077506
RDC	net_benefit	0.029	mced_test	0.04080508782694494	0.025159533895761556	0.060121265441816465
RDC	net_benefit	0.03	mced_test	0.040784673970543424	0.025090192751629624	0.060029175375138535
RDC	net_benefit	0.031	mced_test	0.04078351600660586	0.02520790581474894	0.05997997285315876
RDC	net_benefit	0.032	mced_test	0.04077706175847098	0.025128280538547296	0.06008174744023473
RDC	net_benefit	0.033	mced_test	0.04067362386377373	0.025041531911004795	0.06000304097400746
RDC	net_benefit	0.034	mced_test	0.0407244740372651	0.025154865631381015	0.05982037336563088
RDC	net_benefit	0.035	mced_test	0.04070688175355029	0.025111626291227093	0.059759445614480204
RDC	net_benefit	0.036000000000000004	mced_test	0.040677157247675365	0.02506456363201217	0.05990594962418627
RDC	net_benefit	0.037	mced_test	0.04062141476535553	0.024913762236101783	0.059707865571988
RDC	net_benefit	0.038	mced_test	0.04060844208250979	0.02507220757896966	0.059665404754113374
RDC	net_benefit	0.039	mced_test	0.040593987960348396	0.02486337543169799	0.05987348414936626
RDC	net_benefit	0.04	mced_test	0.040584498996252626	0.024904801903812033	0.05968306408672664
RDC	net_benefit	0.041	mced_test	0.040542158676545786	0.024896384598786604	0.05992812898759494
RDC	net_benefit	0.042	mced_test	0.040581488657908976	0.02497683082498603	0.059911340304751336
RDC	net_benefit	0.043000000000000003	mced_test	0.040553603891881965	0.024838569244423098	0.0596154360563717
RDC	net_benefit	0.044	mced_test	0.04051444738782772	0.024944844245768462	0.059729577792320014
RDC	net_benefit	0.045	mced_test	0.04051477904381338	0.024784549645007772	0.05964784230146426
RDC	net_benefit	0.046	mced_test	0.040483538845463185	0.024853339041513156	0.059767714308123145
RDC	net_benefit	0.047	mced_test	0.04043564867613953	0.024671692617834796	0.05966180210963334
RDC	net_benefit	0.048	mced_test	0.040412831340276255	0.024824259795271916	0.05955512255884918
RDC	net_benefit	0.049	mced_test	0.040399168199817787	0.02469337065393582	0.05968062177448601
RDC	net_benefit	0.05	mced_test	0.040356938277750665	0.024773172079396766	0.0595503341683417
RDC	net_benefit	0.051000000000000004	mced_test	0.04036647860124943	0.024750571725717384	0.05948458160692961
RDC	net_benefit	0.052000000000000005	mced_test	0.0403112807335335	0.02472400519185283	0.05950743086137045
RDC	net_benefit	0.053	mced_test	0.04037519124626966	0.02475017731325771	0.059544932011320634
RDC	net_benefit	0.054	mced_test	0.040300811728257356	0.02456288858324466	0.05927773588607851
RDC	net_benefit	0.055	mced_test	0.040254686339452714	0.0247377518819114	0.05945640507043826
RDC	net_benefit	0.056	mced_test	0.040282893803065996	0.024725348649205954	0.05935148373164507
RDC	net_benefit	0.057	mced_test	0.04028083078525589	0.024597413728444213	0.059581553070675405
RDC	net_benefit	0.058	mced_test	0.04025147489634578	0.0246523197439751	0.05936342074294986
RDC	net_benefit	0.059000000000000004	mced_test	0.040218133704578184	0.024572061163413914	0.05941586508486708
RDC	net_benefit	0.06	mced_test	0.04021321361736004	0.02450507849645144	0.0592992139727498
RDC	net_benefit	0.061	mced_test	0.04016271459113323	0.024550858677803707	0.05949717654291995
RDC	net_benefit	0.062	mced_test	0.040119665957293646	0.024461230586300165	0.05919166472329957
RDC	net_benefit	0.063	mced_test	0.040117490024237534	0.02449643151043863	0.059330748891784975
RDC	net_benefit	0.064	mced_test	0.04009318871373424	0.024291516721390623	0.05932262848201535
RDC	net_benefit	0.065	mced_test	0.040088018777320086	0.02442036597819554	0.059076820776685024
RDC	net_benefit	0.066	mced_test	0.04005283780080353	0.024312804497405895	0.05925074879590565
RDC	net_benefit	0.067	mced_test	0.0400420657879743	0.024269544169279796	0.059248850109266116
RDC	net_benefit	0.068	mced_test	0.04000144172070901	0.024233381973323538	0.059160233551746516
RDC	net_benefit	0.069	mced_test	0.0400150024897372	0.024345219280999992	0.059334853675341914
RDC	net_benefit	0.07	mced_test	0.039984399228954505	0.02422944513501108	0.05925687059537734
RDC	net_benefit	0.07100000000000001	mced_test	0.03992078761474694	0.024204401606293918	0.05904429291744517
RDC	net_benefit	0.07200000000000001	mced_test	0.03991182766162859	0.024195982253878486	0.05918082441930521
RDC	net_benefit	0.073	mced_test	0.03991804457078735	0.024144567000010102	0.059130280983126386
RDC	net_benefit	0.074	mced_test	0.03990715947795477	0.024272733520960595	0.05926191335350564
RDC	net_benefit	0.075	mced_test	0.039885952555733004	0.024107193504458776	0.05928959214430349
Upper GI	net_benefit	1e-9	mced_test	0.0363575902021683	0.025742835661002095	0.048705310588952416
Upper GI	net_benefit	0.001	mced_test	0.03633098955119448	0.025819360152063216	0.04879045777244502
Upper GI	net_benefit	0.002	mced_test	0.036280820827413046	0.025715024473169097	0.04858483069936635
Upper GI	net_benefit	0.003	mced_test	0.0362937276708913	0.02563528033097139	0.048736932502640044
Upper GI	net_benefit	0.004	mced_test	0.036274247404103975	0.025674326221985812	0.048518146530018104
Upper GI	net_benefit	0.005	mced_test	0.03625577418813544	0.02567986012930467	0.0486395917560279
Upper GI	net_benefit	0.006	mced_test	0.03623641001279087	0.02556387672553273	0.048538322074886675
Upper GI	net_benefit	0.007	mced_test	0.03621579395684653	0.025646979245159005	0.04851508116163836
Upper GI	net_benefit	0.008	mced_test	0.03619160213556956	0.025567104555367124	0.04846386024729514
Upper GI	net_benefit	0.009000000000000001	mced_test	0.036148957525760986	0.02556438889481133	0.048509991073433484
Upper GI	net_benefit	0.01	mced_test	0.03615557344169527	0.025546197443855164	0.04845273723536295
Upper GI	net_benefit	0.011	mced_test	0.03615947782139616	0.0256239430983243	0.04847103625291727
Upper GI	net_benefit	0.012	mced_test	0.03612620044720332	0.025516107739291	0.04853794026268477
Upper GI	net_benefit	0.013000000000000001	mced_test	0.03609692370077463	0.025528314973820826	0.048445256691644414
Upper GI	net_benefit	0.014	mced_test	0.03605323868387507	0.025453657882230453	0.04837045214995835
Upper GI	net_benefit	0.015	mced_test	0.03604715455657728	0.02547199566121322	0.04835635644904934
Upper GI	net_benefit	0.016	mced_test	0.03601274965214163	0.025484941527457897	0.048277993038059165
Upper GI	net_benefit	0.017	mced_test	0.03600050102807409	0.025388249798125116	0.048283043996440976
Upper GI	net_benefit	0.018000000000000002	mced_test	0.03600522715977467	0.02543406640328605	0.04832045039509494
Upper GI	net_benefit	0.019	mced_test	0.035965878697148575	0.025384288033921332	0.048313150377610234
Upper GI	net_benefit	0.02	mced_test	0.03596571270974868	0.02542434371106242	0.048279427719310486
Upper GI	net_benefit	0.021	mced_test	0.035934427302649334	0.02536996624347866	0.04829548343751253
Upper GI	net_benefit	0.022	mced_test	0.03590275240173987	0.025337086228202684	0.04813408396725153
Upper GI	net_benefit	0.023	mced_test	0.035897965385664095	0.025376167142659525	0.04821900086603652
Upper GI	net_benefit	0.024	mced_test	0.03587586178626562	0.025271314859594378	0.048159976905117315
Upper GI	net_benefit	0.025	mced_test	0.03585940363612392	0.02522633790116101	0.04812982922038809
Upper GI	net_benefit	0.026000000000000002	mced_test	0.03584163015216532	0.025279850485788548	0.04809989246169515
Upper GI	net_benefit	0.027	mced_test	0.035828575151032396	0.02526707105803801	0.04804642103285612
Upper GI	net_benefit	0.028	mced_test	0.035797871593635296	0.025156098018914063	0.04809703442088186
Upper GI	net_benefit	0.029	mced_test	0.03577425486988214	0.025195049954282022	0.048097551447614885
Upper GI	net_benefit	0.03	mced_test	0.03574648020150947	0.025122016587386945	0.04795412191113895
Upper GI	net_benefit	0.031	mced_test	0.0357211852575443	0.025118136494384602	0.0480151971135453
Upper GI	net_benefit	0.032	mced_test	0.0357066470004531	0.025148105982163917	0.04811570887777596
Upper GI	net_benefit	0.033	mced_test	0.035682486235676956	0.025113813593309036	0.04794021827227513
Upper GI	net_benefit	0.034	mced_test	0.03566183146150205	0.02504817563537547	0.0479038299821646
Upper GI	net_benefit	0.035	mced_test	0.035647499678087086	0.025039780360619247	0.048011741366156116
Upper GI	net_benefit	0.036000000000000004	mced_test	0.03560907929173247	0.025057467972024818	0.04781792448897181
Upper GI	net_benefit	0.037	mced_test	0.03559671835844517	0.025000353832232775	0.047839297122041435
Upper GI	net_benefit	0.038	mced_test	0.03558608041803055	0.025021675120466484	0.047873772264656715
Upper GI	net_benefit	0.039	mced_test	0.03555791143784945	0.02494194167546921	0.04782773217746485
Upper GI	net_benefit	0.04	mced_test	0.035535364561939155	0.024928049287410308	0.04788921719890833
Upper GI	net_benefit	0.041	mced_test	0.03551303827829019	0.024971944895614693	0.047810081880826714
Upper GI	net_benefit	0.042	mced_test	0.03548868650315891	0.024928012574258817	0.047865122643696044
Upper GI	net_benefit	0.043000000000000003	mced_test	0.035469438664236394	0.024843930322090316	0.04771802352894185
Upper GI	net_benefit	0.044	mced_test	0.035445525546649675	0.02487306066790769	0.04774639617650838
Upper GI	net_benefit	0.045	mced_test	0.03542124708884939	0.02482438389426895	0.0476186884406714
Upper GI	net_benefit	0.046	mced_test	0.03540332771230139	0.02485001622989241	0.04776566784754054
Upper GI	net_benefit	0.047	mced_test	0.03539412740948464	0.024857099770864654	0.047607321193760876
Upper GI	net_benefit	0.048	mced_test	0.03537063143637432	0.024881128064916058	0.04765580512941897
Upper GI	net_benefit	0.049	mced_test	0.035367766173892395	0.02469511857261392	0.047749411878816206
Upper GI	net_benefit	0.05	mced_test	0.03531891157754146	0.024765955312728054	0.04757713493042813
Upper GI	net_benefit	0.051000000000000004	mced_test	0.03530374583074877	0.02471837235914427	0.04760653907699059
Upper GI	net_benefit	0.052000000000000005	mced_test	0.035290672546359036	0.02469112148862416	0.04748506349590364
Upper GI	net_benefit	0.053	mced_test	0.03526659235362874	0.024724269254813816	0.04753090935500297
Upper GI	net_benefit	0.054	mced_test	0.035243777914528755	0.024593800379108355	0.04762335741001068
Upper GI	net_benefit	0.055	mced_test	0.03521878554046186	0.024625483763745026	0.0474977537682475
Upper GI	net_benefit	0.056	mced_test	0.03520483728944198	0.024613786402959574	0.04744361829520558
Upper GI	net_benefit	0.057	mced_test	0.035160339329928826	0.02466430589627178	0.04748453363494091
Upper GI	net_benefit	0.058	mced_test	0.03513028167184092	0.024505199473506625	0.04749131562677863
Upper GI	net_benefit	0.059000000000000004	mced_test	0.03513016116179412	0.024607242789724437	0.04740557997365845
Upper GI	net_benefit	0.06	mced_test	0.03510416465395871	0.02450348461116434	0.04738040932138819
Upper GI	net_benefit	0.061	mced_test	0.03508774202328793	0.024438691912571475	0.04752498687158795
Upper GI	net_benefit	0.062	mced_test	0.035076011277359924	0.024477427484592165	0.047442439259127854
Upper GI	net_benefit	0.063	mced_test	0.03503856148999007	0.024410079325622485	0.047365707443095796
Upper GI	net_benefit	0.064	mced_test	0.035001625945736976	0.02438261031122757	0.04730937258775489
Upper GI	net_benefit	0.065	mced_test	0.03500182761805767	0.024445718410306967	0.047347953879194264
Upper GI	net_benefit	0.066	mced_test	0.03499308828882182	0.024372649482879448	0.047333145384151544
Upper GI	net_benefit	0.067	mced_test	0.034961204190348906	0.02425474223086114	0.04736115665166971
Upper GI	net_benefit	0.068	mced_test	0.03493414806645061	0.02437243958775061	0.04712670827966825
Upper GI	net_benefit	0.069	mced_test	0.03490547894139699	0.02430691150212735	0.047280972870998375
Upper GI	net_benefit	0.07	mced_test	0.03488181253042695	0.024220705269571312	0.04724058788905718
Upper GI	net_benefit	0.07100000000000001	mced_test	0.034870830473183685	0.024219949620397856	0.04716717347165353
Upper GI	net_benefit	0.07200000000000001	mced_test	0.034825705356699745	0.02424720761113818	0.04716646230338072
Upper GI	net_benefit	0.073	mced_test	0.03480187329615858	0.024169787997219642	0.047200789063639295
Upper GI	net_benefit	0.074	mced_test	0.03477909547115313	0.024210794768694928	0.04708430618299516
Upper GI	net_benefit	0.075	mced_test	0.034773436965587504	0.02414374067446324	0.047100422324925825
