pathway	par_name	threshold	decision_strategy_name	estimate	2.5%	97.5%
Gynaecology	net_benefit	0.063	mced_test	0.017160610326308622	0.010863785236865247	0.02468690775509029
Gynaecology	net_benefit	0.064	mced_test	0.017158713350246862	0.010918341432475389	0.02470446819166763
Gynaecology	net_benefit	0.065	mced_test	0.017116239976056834	0.010863167604856765	0.024645856208702577
Gynaecology	net_benefit	0.066	mced_test	0.01712154686377957	0.010852377479530571	0.024636150417410924
Gynaecology	net_benefit	0.067	mced_test	0.01709398847264479	0.010800782951900161	0.02461548942151945
Gynaecology	net_benefit	0.068	mced_test	0.01706447463085639	0.010792959050604	0.02456484016158096
Gynaecology	net_benefit	0.069	mced_test	0.0170483384572161	0.010801290978765884	0.024617553699378673
Gynaecology	net_benefit	0.07	mced_test	0.017028028889145844	0.010782435496360057	0.024591875247984833
Gynaecology	net_benefit	0.07100000000000001	mced_test	0.017000559652647875	0.010750994733102504	0.024518243872174657
Gynaecology	net_benefit	0.07200000000000001	mced_test	0.01698739756793575	0.010753201082412194	0.024531821944124232
Gynaecology	net_benefit	0.073	mced_test	0.01697876245998382	0.010685663109635523	0.02460334530524033
Gynaecology	net_benefit	0.074	mced_test	0.016945794970724192	0.010728874662421251	0.024454042160591785
Gynaecology	net_benefit	0.075	mced_test	0.016920643447003222	0.010662406836454367	0.024505661729210655
Lower GI	net_benefit	1e-9	mced_test	0.04460984645829214	0.03636038023362047	0.05365070008997971
Lower GI	net_benefit	0.001	mced_test	0.04461359747266314	0.03636521154999204	0.05361010304429395
Lower GI	net_benefit	0.002	mced_test	0.044591798560770654	0.03634204453450235	0.05369027813329693
Lower GI	net_benefit	0.003	mced_test	0.04459170758462389	0.03635338661567804	0.0536089520584998
Lower GI	net_benefit	0.004	mced_test	0.0445803082377173	0.036303251447935454	0.05365475264565496
Lower GI	net_benefit	0.005	mced_test	0.04458216850091131	0.03638328884280442	0.05367151344119522
Lower GI	net_benefit	0.006	mced_test	0.044566282523156954	0.03635446304431845	0.053615682454747814
Lower GI	net_benefit	0.007	mced_test	0.04453856140936484	0.03622000116666857	0.05356161645490566
Lower GI	net_benefit	0.008	mced_test	0.044565970172916206	0.036339050568196404	0.05364197857001597
Lower GI	net_benefit	0.009000000000000001	mced_test	0.044534968291288085	0.03628375729795217	0.05353514104885652
Lower GI	net_benefit	0.01	mced_test	0.044527793845164206	0.03630295771025069	0.05361164228410904
Lower GI	net_benefit	0.011	mced_test	0.04453889109101456	0.03620542372686017	0.0535610581732305
Lower GI	net_benefit	0.012	mced_test	0.04450927614596831	0.03627521070234479	0.053485322424974384
Lower GI	net_benefit	0.013000000000000001	mced_test	0.044491195641610484	0.03620328760535244	0.05357123703681398
Lower GI	net_benefit	0.014	mced_test	0.044485486741955765	0.0362678189915458	0.05343994250815747
Lower GI	net_benefit	0.015	mced_test	0.04447435112861037	0.03616131153344953	0.053494192882284686
Lower GI	net_benefit	0.016	mced_test	0.04448054171237903	0.03624118585292214	0.053469777448497215
Lower GI	net_benefit	0.017	mced_test	0.04444026811815459	0.036250028825385236	0.05336199764930972
Lower GI	net_benefit	0.018000000000000002	mced_test	0.044474001584429	0.036230423184786704	0.053536806905600594
Lower GI	net_benefit	0.019	mced_test	0.04445591758170469	0.036255586801407606	0.05348006435507921
Lower GI	net_benefit	0.02	mced_test	0.04444033914847269	0.03622106395668171	0.05344510263491077
Lower GI	net_benefit	0.021	mced_test	0.04443583339034724	0.03621327308618046	0.05339292482621276
Lower GI	net_benefit	0.022	mced_test	0.04440101047442855	0.03612443499089833	0.053501328804627525
Lower GI	net_benefit	0.023	mced_test	0.044392150819667624	0.03612323734610207	0.053368126731806964
Lower GI	net_benefit	0.024	mced_test	0.044406250220388396	0.036161060715830994	0.053516990415523075
Lower GI	net_benefit	0.025	mced_test	0.04437789448268578	0.03612281760834408	0.05339588391340351
Lower GI	net_benefit	0.026000000000000002	mced_test	0.04437923038946211	0.03614357460450596	0.05339482914060623
Lower GI	net_benefit	0.027	mced_test	0.04437737024339622	0.0361694676801887	0.053506338594256124
Lower GI	net_benefit	0.028	mced_test	0.04434708652380915	0.03603608262609529	0.05338227843705109
Lower GI	net_benefit	0.029	mced_test	0.04435068540984454	0.03612314233309669	0.053378186247321255
Lower GI	net_benefit	0.03	mced_test	0.04432777551782724	0.036111010061283706	0.05324779027040693
Lower GI	net_benefit	0.031	mced_test	0.04432584493489768	0.036127156815969806	0.05345777383546247
Lower GI	net_benefit	0.032	mced_test	0.04431442368074942	0.03605887189873469	0.053384462090685404
Lower GI	net_benefit	0.033	mced_test	0.04431186833303909	0.03612313487996809	0.053264629917186106
Lower GI	net_benefit	0.034	mced_test	0.04429210007315691	0.03600902257687443	0.053332218796427994
Lower GI	net_benefit	0.035	mced_test	0.044315775599201676	0.03605668810802345	0.053319703400929494
Lower GI	net_benefit	0.036000000000000004	mced_test	0.04429707703008635	0.03605314581047205	0.05332573764830055
Lower GI	net_benefit	0.037	mced_test	0.044288603369941934	0.036021654709797554	0.05332392895943802
Lower GI	net_benefit	0.038	mced_test	0.04425064816923656	0.035995259211861926	0.053227181759612455
Lower GI	net_benefit	0.039	mced_test	0.0442518874514579	0.035999207285114763	0.0532824730933774
Lower GI	net_benefit	0.04	mced_test	0.04422962610579262	0.03598445236851372	0.05326870878805456
Lower GI	net_benefit	0.041	mced_test	0.04421528802254548	0.03594897623412594	0.05319998886613486
Lower GI	net_benefit	0.042	mced_test	0.04421128977604508	0.03595246806445202	0.053233113336437314
Lower GI	net_benefit	0.043000000000000003	mced_test	0.04423104689507516	0.03597905278853562	0.053298601910138556
Lower GI	net_benefit	0.044	mced_test	0.04419721564389557	0.03593108714477225	0.053142439428066214
Lower GI	net_benefit	0.045	mced_test	0.044182583880350616	0.03595975156998314	0.05318632715432845
Lower GI	net_benefit	0.046	mced_test	0.04417330256774483	0.035932282652160044	0.053181809803557266
Lower GI	net_benefit	0.047	mced_test	0.04418691177740323	0.03592684002323147	0.05324183345873129
Lower GI	net_benefit	0.048	mced_test	0.0441697350426985	0.035968915104367484	0.05318233407779399
Lower GI	net_benefit	0.049	mced_test	0.044136625405175677	0.03585533643132997	0.05319483555540515
Lower GI	net_benefit	0.05	mced_test	0.04414562429662909	0.03595935022341368	0.05313296938674032
Lower GI	net_benefit	0.051000000000000004	mced_test	0.04412078669139002	0.035899700868635184	0.053082366389194
Lower GI	net_benefit	0.052000000000000005	mced_test	0.044113393671696685	0.035829234895513054	0.05318921582936055
Lower GI	net_benefit	0.053	mced_test	0.04411812414093725	0.03584973100630128	0.05313345093724678
Lower GI	net_benefit	0.054	mced_test	0.04410202146695068	0.03588819990870408	0.05315700018812593
Lower GI	net_benefit	0.055	mced_test	0.04411385823558338	0.03584466442470839	0.05316460483224661
Lower GI	net_benefit	0.056	mced_test	0.044077703016719344	0.03588481604569505	0.0531002578229167
Lower GI	net_benefit	0.057	mced_test	0.044067614433125686	0.035838212133706665	0.05313018972094735
Lower GI	net_benefit	0.058	mced_test	0.04406222996232035	0.035793757729039824	0.05300417699145096
Lower GI	net_benefit	0.059000000000000004	mced_test	0.04405674113101753	0.0358093281672165	0.05312701363922956
Lower GI	net_benefit	0.06	mced_test	0.044043515159837565	0.03571796330641079	0.05313992109981867
Lower GI	net_benefit	0.061	mced_test	0.04401979941068736	0.03572196131590201	0.05304602692260138
Lower GI	net_benefit	0.062	mced_test	0.04401144646140018	0.03570952204330226	0.053069180858770285
Lower GI	net_benefit	0.063	mced_test	0.04401199233335071	0.035769689972117276	0.05309032645527861
Lower GI	net_benefit	0.064	mced_test	0.04398198334334175	0.0357158701635201	0.05299034937490863
Lower GI	net_benefit	0.065	mced_test	0.04398542801185681	0.03569590366037815	0.05302927180411726
Lower GI	net_benefit	0.066	mced_test	0.043961823492158096	0.03570010365135221	0.053043613433563855
Lower GI	net_benefit	0.067	mced_test	0.04394786330496127	0.03573885162512967	0.05297155746680283
Lower GI	net_benefit	0.068	mced_test	0.043956925070617964	0.035685605681482234	0.052959894691057455
Lower GI	net_benefit	0.069	mced_test	0.04392248424674812	0.03563388550417253	0.052961450678321614
Lower GI	net_benefit	0.07	mced_test	0.043935804590661785	0.035644681206821446	0.053010167551161204
Lower GI	net_benefit	0.07100000000000001	mced_test	0.04392551619769158	0.0356715591487966	0.05291367339871776
Lower GI	net_benefit	0.07200000000000001	mced_test	0.04391856250063092	0.03564294273319113	0.05299943056167479
Lower GI	net_benefit	0.073	mced_test	0.043886643309104086	0.035647100990012434	0.052963168859715
Lower GI	net_benefit	0.074	mced_test	0.043893751837122706	0.035551934954176946	0.05295629239071616
Lower GI	net_benefit	0.075	mced_test	0.043887044412208275	0.035636459870345055	0.05291516072847502
Lung	net_benefit	1e-9	mced_test	0.21008939743155158	0.16598622394727514	0.25782534390224465
Lung	net_benefit	0.001	mced_test	0.2100865405050446	0.16588374114542812	0.25759321821832665
Lung	net_benefit	0.002	mced_test	0.21018783635385843	0.16630958936158663	0.2575716470259789
Lung	net_benefit	0.003	mced_test	0.21004090120578206	0.16608614419558348	0.2575637307691161
Lung	net_benefit	0.004	mced_test	0.21011285555728273	0.16589622423663233	0.25795114739560254
Lung	net_benefit	0.005	mced_test	0.21009017344376218	0.16592744790966513	0.25755781490107926
Lung	net_benefit	0.006	mced_test	0.21006077433607054	0.16608677397543872	0.2574964233414648
Lung	net_benefit	0.007	mced_test	0.20993920392790777	0.1661192514769218	0.2575350218424895
Lung	net_benefit	0.008	mced_test	0.21000278164104383	0.16603454044729907	0.2577145978265348
Lung	net_benefit	0.009000000000000001	mced_test	0.21000555214249217	0.16598375856143457	0.25722484728138545
Lung	net_benefit	0.01	mced_test	0.20999085132818548	0.16563016076331832	0.25774072666931636
Lung	net_benefit	0.011	mced_test	0.20980631844415956	0.1657629853291392	0.2573914812906106
Lung	net_benefit	0.012	mced_test	0.20978390914396813	0.16554038096525384	0.257225005090449
Lung	net_benefit	0.013000000000000001	mced_test	0.20990006030585429	0.1660758176061352	0.25808856640627054
Lung	net_benefit	0.014	mced_test	0.20983598573340886	0.16568509898113487	0.2576622147117359
Lung	net_benefit	0.015	mced_test	0.20983092309888704	0.16562191325483316	0.2574650568788633
Lung	net_benefit	0.016	mced_test	0.20979659860845112	0.16599444805816788	0.25711473557913966
Lung	net_benefit	0.017	mced_test	0.2097773802146006	0.16550505204269356	0.25727134664233287
Lung	net_benefit	0.018000000000000002	mced_test	0.20965369358342012	0.1656270109025383	0.2571293383663095
Lung	net_benefit	0.019	mced_test	0.20961652713071	0.16565404862247318	0.2577298371449587
Lung	net_benefit	0.02	mced_test	0.20957930799434368	0.16599504701068177	0.25678982952114915
Lung	net_benefit	0.021	mced_test	0.20954100779617663	0.16552795450044747	0.2569342224885297
Lung	net_benefit	0.022	mced_test	0.2095967994367101	0.16541747212481978	0.2572000007249338
Lung	net_benefit	0.023	mced_test	0.20942870665651062	0.1652939763107753	0.25732061436046794
Lung	net_benefit	0.024	mced_test	0.2094010332465451	0.16509349794021574	0.25679641391540065
Lung	net_benefit	0.025	mced_test	0.20941450675415796	0.16578170012770677	0.25674846366926574
Lung	net_benefit	0.026000000000000002	mced_test	0.20941316015327133	0.1650838334077007	0.2569799680429327
Lung	net_benefit	0.027	mced_test	0.20940473770117643	0.1654234886794332	0.25737879754413157
Lung	net_benefit	0.028	mced_test	0.20930617954175593	0.16561501133208262	0.25651665484467295
Lung	net_benefit	0.029	mced_test	0.20935902068525225	0.16542582008328197	0.2565970749109891
Lung	net_benefit	0.03	mced_test	0.20929844091246744	0.16520210604332647	0.25721577128708367
Lung	net_benefit	0.031	mced_test	0.20922759949943978	0.16488698266373145	0.2568164899487907
Lung	net_benefit	0.032	mced_test	0.2091815740037046	0.16517694089674856	0.25714428580078175
Lung	net_benefit	0.033	mced_test	0.20920673053296748	0.16496191768824484	0.25644187662320034
Lung	net_benefit	0.034	mced_test	0.20923200799588837	0.16524403191846543	0.2567891479666928
Lung	net_benefit	0.035	mced_test	0.20906927263600728	0.1649422524551239	0.25679552719411697
Lung	net_benefit	0.036000000000000004	mced_test	0.2090075521988328	0.16488819170955252	0.25674647144192153
Lung	net_benefit	0.037	mced_test	0.20896842120142478	0.16511212618471066	0.2565741999690803
Lung	net_benefit	0.038	mced_test	0.2090055799096729	0.16509077164613806	0.25675358038210844
Lung	net_benefit	0.039	mced_test	0.20908039511987983	0.16521506455342785	0.25701600450846235
Lung	net_benefit	0.04	mced_test	0.20889029026543388	0.16438775903010347	0.25655648975681905
Lung	net_benefit	0.041	mced_test	0.20887247250135227	0.1646489530095336	0.2572894192799013
Lung	net_benefit	0.042	mced_test	0.20891685238635802	0.16512990291967045	0.2568013215337288
Lung	net_benefit	0.043000000000000003	mced_test	0.20884769086106816	0.16460209097394682	0.2566322118458499
Lung	net_benefit	0.044	mced_test	0.20877050443160133	0.1648833948040348	0.25663266087860104
Lung	net_benefit	0.045	mced_test	0.20877141784443287	0.16450135507489613	0.256003804631374
Lung	net_benefit	0.046	mced_test	0.2086734587541759	0.1642349141295743	0.2562777735884641
Lung	net_benefit	0.047	mced_test	0.20876893655994308	0.1644185021532308	0.25639277724360177
Lung	net_benefit	0.048	mced_test	0.20870594291045028	0.1644499501174449	0.2563664170354736
Lung	net_benefit	0.049	mced_test	0.20863706355024253	0.1646931160713934	0.25632547811053935
Lung	net_benefit	0.05	mced_test	0.20849359145324087	0.16467639105831866	0.25595814073284995
Lung	net_benefit	0.051000000000000004	mced_test	0.20861317502191842	0.16463866334276608	0.25587125742478284
Lung	net_benefit	0.052000000000000005	mced_test	0.20862865527412228	0.16468835914882352	0.25705649266330155
Lung	net_benefit	0.053	mced_test	0.20857688316179163	0.16468280480130126	0.2562806059727511
Lung	net_benefit	0.054	mced_test	0.20843685362074119	0.1640962004565676	0.2567220555539037
Lung	net_benefit	0.055	mced_test	0.208449989449535	0.16469740700590865	0.25612694117792895
Lung	net_benefit	0.056	mced_test	0.20849162091059573	0.16464392205365969	0.2561790873214212
Lung	net_benefit	0.057	mced_test	0.20839241822762075	0.16426999420926694	0.25612607829380607
Lung	net_benefit	0.058	mced_test	0.20826414950827113	0.16418374726436344	0.25610747917780646
Lung	net_benefit	0.059000000000000004	mced_test	0.20832081533674246	0.16424687590349948	0.2563225072183754
Lung	net_benefit	0.06	mced_test	0.20824386133259085	0.16376779654109355	0.25606279665082365
