pathway	thr	estimate	lower	upper	estimate_none	lower_none	upper_none	estimate_delta	lower_delta	upper_delta	p_useful	estimate_trade_off_negative	lower_trade_off_negative	upper_trade_off_negative
Lower GI	0.07100000000000001	0.654084536872769	0.5651244416637632	0.7322201137850431	0.07889516263006216	-0.06989750670772162	0.21856610439177832	0.5693328760297021	0.4668524598564712	0.6643313321218296	1	1.7518958447777369	1.5052729739632953	2.1420043504494957
Lower GI	0.07200000000000001	0.6582752507077941	0.5696765451718275	0.7349579391559949	0.09168828537131143	-0.05503781911455874	0.22941935294189267	0.5625502500314441	0.46057292060168536	0.6599791877517902	1	1.774731214733769	1.515199295008335	2.1712088472295146
Lower GI	0.073	0.6621569656749647	0.5751319224961193	0.7381062493154201	0.1041309115991014	-0.040585246249976024	0.23997525221666097	0.5553057101965825	0.45335492670555294	0.6540745611791533	1	1.799545044090746	1.5288776836070646	2.205777286491465
Lower GI	0.074	0.6656507226839241	0.5795227796746287	0.7407049885675913	0.11623725063154602	-0.026523283462814105	0.2502458569164359	0.5476227286755311	0.4461061321687424	0.6484190629027499	1	1.8276685953141556	1.5422125246041594	2.2416190406121896
Lower GI	0.075	0.6698152217941951	0.585149695869965	0.7440289870140152	0.12802075395645873	-0.012836306349976599	0.26024257882421675	0.5406478491476039	0.4399821844398054	0.6432842032447357	1	1.852195492323974	1.5545228611116872	2.272819298999674
Lung	1e-9	-88811224.73039179	-123186336.89436723	-59701541.51804931	-299011189.5822022	-352333817.7200859	-248871339.37388256	-88811224.73039179	-123186336.89436723	-59701541.51804931	0	-1.1374875687178716e-8	-1.674998625785372e-8	-8.117783394318464e-9
Lung	0.001	-87.95422482235278	-122.33905001918625	-58.74322827959461	-298.0111905822022	-351.3338187200859	-247.87134037388256	-87.95422482235278	-122.33905001918625	-58.74322827959461	0	-0.011496908350680648	-0.017023238754448167	-0.008174004946887478
Lung	0.002	-43.5689830251084	-60.777263982573686	-28.798757646875018	-148.5055952911011	-175.16690936004298	-123.4356701869413	-43.5689830251084	-60.777263982573686	-28.798757646875018	0	-0.0231809055164645	-0.03472372011509013	-0.016453521177284502
Lung	0.003	-28.768373880058686	-40.28809385117688	-18.988620525705002	-98.67039686073406	-116.44460624002865	-81.95711345796086	-28.768373880058686	-40.28809385117688	-18.988620525705002	0	-0.03512266161125341	-0.05266311992738424	-0.02482122891443633
Lung	0.004	-21.42501817183654	-30.026822685854846	-14.164514675808244	-73.75279764555054	-87.08345468002149	-61.21783509347065	-21.42501817183654	-30.026822685854846	-14.164514675808244	0	-0.04717700446295145	-0.07059895967156024	-0.03330355697302222
Lung	0.005	-16.979005993583954	-23.83013661453935	-11.11720684054637	-58.802238116440435	-69.4667637440172	-48.774268074776515	-16.979005993583954	-23.83013661453935	-11.11720684054637	0	-0.05961689131529325	-0.08995065171505476	-0.041963670469712076
Lung	0.006	-14.038255635992874	-19.7751213603789	-9.159341760673627	-48.83519843036703	-57.722303120014324	-40.47855672898043	-14.038255635992874	-19.7751213603789	-9.159341760673627	0	-0.07198091254607734	-0.1091781513506656	-0.05056858978799006
Lung	0.007	-11.905061408624357	-16.820914780372913	-7.7210497795646935	-41.71588436888603	-49.33340267429799	-34.55304862484037	-11.905061408624357	-16.820914780372913	-7.7210497795646935	0	-0.08492170366876653	-0.1295160669514384	-0.05944979884115128
Lung	0.008	-10.35121973612796	-14.677011141112471	-6.684523284869496	-36.37639882277527	-43.04172734001074	-30.108917546735324	-10.35121973612796	-14.677011141112471	-6.684523284869496	0	-0.09760733007836397	-0.14959929936761132	-0.06813376309487383
Lung	0.009000000000000001	-9.09416596151134	-12.888533638048974	-5.860228667261782	-32.22346562024468	-38.14820208000955	-26.652371152653618	-9.09416596151134	-12.888533638048974	-5.860228667261782	0	-0.1111580243262668	-0.17064180542780735	-0.07758834543281873
Lung	0.01	-8.112688915984856	-11.513792819188332	-5.2039832851912164	-28.901119058220218	-34.23338187200859	-23.88713403738826	-8.112688915984856	-11.513792819188332	-5.2039832851912164	0	-0.12453697662784305	-0.19216049422111614	-0.08685235314839229
Lung	0.011	-7.311289662658905	-10.432042702098595	-4.679338500755922	-26.182835507472923	-31.03034715637145	-21.6246673067166	-7.311289662658905	-10.432042702098595	-4.679338500755922	0	-0.13828311304266558	-0.21370542008015195	-0.09585850332125806
Lung	0.012	-6.631656307763286	-9.49694858376321	-4.2205833164565645	-23.917599215183515	-28.361151560007162	-19.739278364490215	-6.631656307763286	-9.49694858376321	-4.2205833164565645	0	-0.15235477521615493	-0.23693407404343322	-0.1052969794720292
Lung	0.013000000000000001	-6.070841136482873	-8.712775898768394	-3.799448177718663	-22.000860814015553	-26.102601440006612	-18.143949259529432	-6.070841136482873	-8.712775898768394	-3.799448177718663	0	-0.16658612361338979	-0.26319611528283404	-0.11477398382950543
Lung	0.014	-5.576873449643282	-8.02559662857137	-3.498729438401792	-20.357942184443015	-24.166701337149	-16.776524312420186	-5.576873449643282	-8.02559662857137	-3.498729438401792	0	-0.18164834212603992	-0.28581804303805763	-0.1246013282630266
Lung	0.015	-5.153831896634299	-7.442011029698087	-3.187601624487658	-18.934079372146815	-22.48892124800573	-15.591422691592172	-5.153831896634299	-7.442011029698087	-3.187601624487658	0	-0.19645402233336223	-0.3137154882676503	-0.13437228137615256
Lung	0.016	-4.785627922637067	-6.93344784634966	-2.9704969272328894	-17.688199411387636	-21.020863670005372	-14.554458773367662	-4.785627922637067	-6.93344784634966	-2.9704969272328894	0	-0.21117167809304815	-0.3366440109186728	-0.1442283872443231
Lung	0.017	-4.453400204361182	-6.475491782495277	-2.7234015655449446	-16.58889356365895	-19.72551874824035	-13.639490610228387	-4.453400204361182	-6.475491782495277	-2.7234015655449446	0	-0.22709438595033843	-0.36718786282522	-0.15442842545484894
Lung	0.018000000000000002	-4.170127028431423	-6.082951690026543	-2.547645072025026	-15.611732810122342	-18.574101040004773	-12.826185576326809	-4.170127028431423	-6.082951690026543	-2.547645072025026	0	-0.24290907902262943	-0.39251935483544226	-0.1643938750400971
Lung	0.019	-3.9135735295865195	-5.733139024804783	-2.3795860089187424	-14.7374310832738	-17.543885195794	-12.0984915986254	-3.9135735295865195	-5.733139024804783	-2.3795860089187424	0	-0.25860539744893574	-0.42024116643712767	-0.17442451607898263
Lung	0.02	-3.681390663012969	-5.406947238107255	-2.2236062311236413	-13.950559529110109	-16.6166909360043	-11.44356701869413	-3.681390663012969	-5.406947238107255	-2.2236062311236413	0	-0.2752003115885801	-0.4497199144936501	-0.1849472461251305
Lung	0.021	-3.465700669608903	-5.091183271925729	-2.0770481313855154	-13.238628122962007	-15.777800891432664	-10.851016208280123	-3.465700669608903	-5.091183271925729	-2.0770481313855154	0	-0.2923815356642987	-0.48145249255509703	-0.19641799294789336
Lung	0.022	-3.278123355337022	-4.8218046965961685	-1.944865278332789	-12.591417753736462	-15.015173578185724	-10.3123336533583	-3.278123355337022	-4.8218046965961685	-1.944865278332789	0	-0.3084720087152567	-0.5141744321017259	-0.20739122858698464
Lung	0.023	-3.0985435001598653	-4.584557450915391	-1.819447794223187	-12.000486547052269	-14.318861683481998	-9.820493059734027	-3.0985435001598653	-4.584557450915391	-1.819447794223187	0	-0.3268528485352876	-0.5496173088083695	-0.218123561752263
Lung	0.024	-2.9377964343806218	-4.359590700353959	-1.7254969136756793	-11.458799607591757	-13.680575780003581	-9.369639182245107	-2.9377964343806218	-4.359590700353959	-1.7254969136756793	0	-0.34483157056133046	-0.579543198366682	-0.2293793313948109
Lung	0.025	-2.7874953944498135	-4.160930183732842	-1.6258082955425468	-10.960447623288088	-13.09335274880344	-8.954853614955303	-2.7874953944498135	-4.160930183732842	-1.6258082955425468	0	-0.3632952855084038	-0.6150786686914832	-0.2403308769551114
Lung	0.026000000000000002	-2.6530270934646376	-3.9702658237981883	-1.5362940754878731	-10.500430407007777	-12.551300720003306	-8.571974629764716	-2.6530270934646376	-3.9702658237981883	-1.5362940754878731	0	-0.38207391112793077	-0.6509170451145145	-0.2518723038925628
Lung	0.027	-2.5245680815060445	-3.799187858489967	-1.4498791486838694	-10.074488540081562	-12.049400693336517	-8.21745705088454	-2.5245680815060445	-3.799187858489967	-1.4498791486838694	0	-0.4017873142880007	-0.6897126571408072	-0.2632141493284517
Lung	0.028	-2.4103570315935703	-3.624927769251648	-1.3705120585597965	-9.678971092221508	-11.583350668574498	-7.888262156210093	-2.4103570315935703	-3.624927769251648	-1.3705120585597965	0	-0.42026277996626704	-0.7296542889238296	-0.2758675658604795
Lung	0.029	-2.3002190222449395	-3.4768743219282316	-1.2908712366622541	-9.310730709731109	-11.149442024830549	-7.581770357720087	-2.3002190222449395	-3.4768743219282316	-1.2908712366622541	0	-0.44081584384046046	-0.7746706036330656	-0.2876146525329299
Lung	0.03	-2.19475648646485	-3.3174700104587025	-1.2302067926509619	-8.967039686073408	-10.744460624002864	-7.295711345796087	-2.19475648646485	-3.3174700104587025	-1.2302067926509619	0	-0.4621277537844357	-0.8128714670316526	-0.3014345268245176
Lung	0.031	-2.1016648360768917	-3.195053674291958	-1.1551003027002196	-8.645522276845231	-10.365607055486644	-7.0281077539962125	-2.1016648360768917	-3.195053674291958	-1.1551003027002196	0	-0.48233039473519923	-0.8657256843562612	-0.3129837874233302
Lung	0.032	-2.0131988130196703	-3.085944951832483	-1.1073438441950898	-8.344099705693818	-10.010431835002684	-6.777229386683831	-2.0131988130196703	-3.085944951832483	-1.1073438441950898	0	-0.5042465183524358	-0.9030618676122807	-0.3240498504591694
Lung	0.033	-1.928121803720167	-2.963470540383417	-1.0465793900256228	-8.060945169157641	-9.676782385457148	-6.541555768905532	-1.928121803720167	-2.963470540383417	-1.0465793900256228	0	-0.5261772891295218	-0.9554936869050726	-0.3374421936630854
Lung	0.034	-1.8496142707288958	-2.851491726360899	-0.9929572228854325	-7.794446781829476	-9.362759374120175	-6.319745305114193	-1.8496142707288958	-2.851491726360899	-0.9929572228854325	0	-0.5479427589830572	-1.0070927321844716	-0.3506936354747854
Lung	0.035	-1.7731186770197316	-2.752139098733187	-0.9424308291438805	-7.543176873777204	-9.066680534859598	-6.110609724968072	-1.7731186770197316	-2.752139098733187	-0.9424308291438805	0	-0.5726436623247606	-1.0610858315351772	-0.3633537274718586
Lung	0.036000000000000004	-1.7045619989645626	-2.648689112972583	-0.8974023499801007	-7.305866405061171	-8.787050520002389	-5.9130927881634046	-1.7045619989645626	-2.648689112972583	-0.8974023499801007	0	-0.595558024150225	-1.1143273694612255	-0.37754525344223316
Lung	0.037	-1.6395090446173028	-2.5595639896552846	-0.8534731741861916	-7.081383529248708	-8.522535641083403	-5.726252442537366	-1.6395090446173028	-2.5595639896552846	-0.8534731741861916	0	-0.6193516306049727	-1.1716829905432784	-0.3906915412324376
Lung	0.038	-1.5742488973254616	-2.4765433936034094	-0.8133284429041228	-6.868715541636899	-8.271942597896999	-5.549245799312698	-1.5742488973254616	-2.4765433936034094	-0.8133284429041228	0	-0.6452932150559232	-1.229515589764405	-0.4037886041510135
Lung	0.039	-1.5136364577359553	-2.38836519825997	-0.769497422619383	-6.66695360467185	-8.034200480002202	-5.381316419843142	-1.5136364577359553	-2.38836519825997	-0.769497422619383	0	-0.6708581931456445	-1.2995495160348252	-0.4186964377291783
Lung	0.04	-1.4587489832770983	-2.316111003043508	-0.729704516653633	-6.475279764555054	-7.808345468002149	-5.221783509347064	-1.4587489832770983	-2.316111003043508	-0.729704516653633	0	-0.6961321504953004	-1.3704177224346945	-0.4317582356000611
Lung	0.041	-1.404008193858195	-2.2368655012159864	-0.6964109076534656	-6.292955867858589	-7.593507773660632	-5.070032692045916	-1.404008193858195	-2.2368655012159864	-0.6964109076534656	0	-0.723373920978859	-1.4359338562927029	-0.44705414779496067
Lung	0.042	-1.3498780426352102	-2.153492582388692	-0.6645506818378534	-6.1193140614810035	-7.388900445716331	-4.925508104140061	-1.3498780426352102	-2.153492582388692	-0.6645506818378534	0	-0.7539253944660489	-1.5047761253833465	-0.4643619430968097
Lung	0.043000000000000003	-1.3034603843624308	-2.0938014540761	-0.6291911931181596	-5.953748618190748	-7.193809737676417	-4.787705590090292	-1.3034603843624308	-2.0938014540761	-0.6291911931181596	0	-0.7794067818596333	-1.589342017108736	-0.47760020323694347
Lung	0.044	-1.2568861272416567	-2.027585494724805	-0.5984575656901147	-5.795708876868231	-7.007586789092863	-4.656166826679149	-1.2568861272416567	-2.027585494724805	-0.5984575656901147	0	-0.8080163759394993	-1.6709622492766067	-0.49319745214520067
Lung	0.045	-1.2113292710516756	-1.9720125135764965	-0.5658146147156902	-5.6446931240489375	-6.82964041600191	-4.530474230530723	-1.2113292710516756	-1.9720125135764965	-0.5658146147156902	0	-0.8393897453905148	-1.7673633279869683	-0.5070961736482639
Lung	0.046	-1.169994690227127	-1.9081166080569514	-0.5411307198674962	-5.500243273526134	-6.659430841740999	-4.410246529867012	-1.169994690227127	-1.9081166080569514	-0.5411307198674962	0	-0.8693284902551575	-1.8479823156043143	-0.5240769855353028
Lung	0.047	-1.1263161385841671	-1.8540180309672756	-0.5087715731236814	-5.361940225153238	-6.496464228086935	-4.29513490157197	-1.1263161385841671	-1.8540180309672756	-0.5087715731236814	4e-5	-0.9034733137044791	-1.96513996035874	-0.5393087501367657
Lung	0.048	-1.087042083074116	-1.802206329588926	-0.4843464955742879	-5.229399803795879	-6.3402878900017905	-4.184819591122554	-1.087042083074116	-1.802206329588926	-0.4843464955742879	0	-0.9359252652595487	-2.0646376313170567	-0.5548754233009838
Lung	0.049	-1.0507001661649968	-1.746122306276103	-0.45808687034761125	-5.102269195555146	-6.190486096328285	-4.079006946405767	-1.0507001661649968	-1.746122306276103	-0.45808687034761125	4e-5	-0.969103835662971	-2.1826170969451875	-0.5726595253715182
Lung	0.05	-1.0149590563061905	-1.6980948408706737	-0.4337161852577805	-4.980223811644042	-6.046676374401718	-3.977426807477651	-1.0149590563061905	-1.6980948408706737	-0.4337161852577805	2e-5	-1.0026474350082997	-2.3042963581214884	-0.5888692447968983
Lung	0.051000000000000004	-0.9802949036431765	-1.650892677383882	-0.4106298943620538	-4.86296452121965	-5.908506249413449	-3.879830203409462	-0.9802949036431765	-1.650892677383882	-0.4106298943620538	4e-5	-1.0372402579222033	-2.4349917112543804	-0.6056491038565258
Lung	0.052000000000000005	-0.9467141983471403	-1.6006614364106642	-0.3886424711303889	-4.750215203503888	-5.775650360001653	-3.7859873148823566	-0.9467141983471403	-1.6006614364106642	-0.3886424711303889	8e-5	-1.0743064204909447	-2.5716320983156913	-0.6245308285078964
Lung	0.053	-0.9153178083069159	-1.5543647124674125	-0.36720791368045513	-4.641720577022683	-5.6478079003789805	-3.6956856674317464	-0.9153178083069159	-1.5543647124674125	-0.36720791368045513	1.2e-4	-1.1140352871179504	-2.7202059363503133	-0.6429196898720488
Lung	0.054	-0.8819395558172972	-1.5112267240718795	-0.3427201511920725	-4.537244270040781	-5.524700346668259	-3.6087285254422703	-0.8819395558172972	-1.5112267240718795	-0.3427201511920725	2.8e-4	-1.1543908950966049	-2.9101122027798403	-0.661107863438693
Lung	0.055	-0.8549252341302895	-1.4681953257325326	-0.32716501589649427	-4.436567101494584	-5.40606943127429	-3.5249334613433185	-0.8549252341302895	-1.4681953257325326	-0.32716501589649427	1.2e-4	-1.1926654183191427	-3.053323841467951	-0.6807133316851894
Lung	0.056	-0.82309598854329	-1.4291295054768822	-0.3035941786443378	-4.339485546110754	-5.291675334287249	-3.444131078105046	-0.82309598854329	-1.4291295054768822	-0.3035941786443378	2.6e-4	-1.2388894989560986	-3.2847235045591385	-0.6986106648593224
Lung	0.057	-0.7964625541561607	-1.3882653817620512	-0.2892829407782683	-4.245810361091266	-5.181295065264665	-3.3661638662084656	-0.7964625541561607	-1.3882653817620512	-0.2892829407782683	4e-4	-1.278587049972914	-3.4441538511384544	-0.7193638864715385
Lung	0.058	-0.7716939192070142	-1.3556277425150625	-0.27437017936293306	-4.1553653548655545	-5.074721012415274	-3.290885178860044	-0.7716939192070142	-1.3556277425150625	-0.27437017936293306	2.8e-4	-1.3214387119442044	-3.634479504734361	-0.7370877743091203
Lung	0.059000000000000004	-0.7440798305777322	-1.318921021201687	-0.2476672256137489	-4.0679862810542735	-4.97175963932349	-3.218158311421738	-0.7440798305777322	-1.318921021201687	-0.2476672256137489	3.6e-4	-1.373518958525155	-4.011763394928679	-0.7565828510406098
Lung	0.06	-0.7201946610168042	-1.283883916211478	-0.23760057858778277	-3.983519843036703	-4.872230312001432	-3.1478556728980425	-0.7201946610168042	-1.283883916211478	-0.23760057858778277	7e-4	-1.4141306378148049	-4.170754087438386	-0.7772753832304866
Lung	0.061	-0.6921340145777736	-1.2498481487363378	-0.22474499991860641	-3.901822796429544	-4.7759642413128836	-3.0798580389161074	-0.6921340145777736	-1.2498481487363378	-0.22474499991860641	0.00104	-1.4769588765794015	-4.382934207044726	-0.7972110364927528
Lung	0.062	-0.6721501417816547	-1.2187523218842664	-0.20418180823333965	-3.822761138422616	-4.682803527743322	-3.0140538769981062	-0.6721501417816547	-1.2187523218842664	-0.20418180823333965	0.00102	-1.522399649749458	-4.809644111829343	-0.8163752477010139
Lung	0.063	-0.648614251301005	-1.1901210627561478	-0.18831810427940301	-3.74620937432067	-4.592600297144222	-2.950338736093374	-0.648614251301005	-1.1901210627561478	-0.18831810427940301	0.00152	-1.5749728130976397	-5.170096474367436	-0.8341061981662528
Lung	0.064	-0.6260212959453746	-1.1501019745259613	-0.17785643605426038	-3.6720498528469085	-4.505215917501342	-2.8886146933419146	-0.6260212959453746	-1.1501019745259613	-0.17785643605426038	0.0015	-1.6308083675907925	-5.486560852623436	-0.8629510685286631
Lung	0.065	-0.6052023088679701	-1.1298031924167742	-0.15717195822295868	-3.6001721628031107	-4.420520288001322	-2.828789851905886	-0.6052023088679701	-1.1298031924167742	-0.15717195822295868	0.00248	-1.6849199964438386	-6.0800526956378995	-0.8741298646354245
Lung	0.066	-0.5848311231080977	-1.0965914774319798	-0.14869060015052976	-3.5304725845788205	-4.338391192728574	-2.770777884452766	-0.5848311231080977	-1.0965914774319798	-0.14869060015052976	0.00234	-1.7459485067884228	-6.4203120077930995	-0.9017617085406799
Lung	0.067	-0.5632184449551909	-1.0659751907515798	-0.13117984663360044	-3.462853590779137	-4.258713712240089	-2.7144976175206352	-0.5632184449551909	-1.0659751907515798	-0.13117984663360044	0.00364	-1.8080280190631874	-7.013451472330468	-0.9246057568382073
Lung	0.068	-0.5440923597869635	-1.0474124529882696	-0.12331467195833438	-3.3972233909147374	-4.181379687060087	-2.659872652557096	-0.5440923597869635	-1.0474124529882696	-0.12331467195833438	0.00412	-1.879933737463186	-7.4483838260167685	-0.9359886072755728
Lung	0.069	-0.5275310941436931	-1.02264288338575	-0.1065316043129174	-3.3334955156840897	-4.106287227827333	-2.606831019911342	-0.5275310941436931	-1.02264288338575	-0.1065316043129174	0.00492	-1.9327572711695753	-8.267036731793548	-0.9555374711886295
Lung	0.07	-0.5082750769027287	-0.9926200862692668	-0.09058779320669796	-3.2715884368886017	-4.033340267429798	-2.5553048624840358	-0.5082750769027287	-0.9926200862692668	-0.09058779320669796	0.00632	-2.0022393690156166	-9.130816132082487	-0.9736884355671845
Lung	0.07100000000000001	-0.4879392314191351	-0.9603491411137938	-0.08169464394943815	-3.2114252194676363	-3.9624481509871257	-2.5052301461110216	-0.4879392314191351	-0.9603491411137938	-0.08169464394943815	0.0071	-2.084282497416738	-9.911214803539702	-1.001365395789275
Lung	0.07200000000000001	-0.4725317996040061	-0.9443120028653651	-0.07129114483975717	-3.1529332025305847	-3.8935252600011925	-2.456546394081702	-0.4725317996040061	-0.9443120028653651	-0.07129114483975717	0.00896	-2.148796374501116	-10.693042980892711	-1.0056986100192127
Lung	0.073	-0.4556507176229475	-0.9168462308078952	-0.058553512939311485	-3.09604370660551	-3.8264906673984385	-2.409196443477844	-0.4556507176229475	-0.9168462308078952	-0.058553512939311485	0.01128	-2.2171422629567066	-11.235569362321254	-1.0105630005685837
Lung	0.074	-0.4403474761365354	-0.908128130142381	-0.04807579429693057	-3.040691764624354	-3.7612678205417023	-2.363126221268683	-0.4403474761365354	-0.908128130142381	-0.04807579429693057	0.01192	-2.3006617694566405	-12.985840629903498	-1.0174910530320551
Lung	0.075	-0.4234086824536472	-0.8737159662502995	-0.040533467849958274	-2.9868158744293627	-3.6977842496011464	-2.3182845383184345	-0.4234086824536472	-0.8737159662502995	-0.040533467849958274	0.01456	-2.3891976489734947	-13.468481576115744	-1.0415501887859635
RDC	1e-9	-33484963.333613057	-50926961.19112804	-19524145.259959817	-74723039.44259897	-99566369.94959915	-53259726.589819886	-33484963.333613057	-50926961.19112804	-19524145.259959817	0	-3.036778673651639e-8	-5.121863142750847e-8	-1.963596446357424e-8
RDC	0.001	-32.47114887485323	-50.0071764398543	-18.67117019508133	-73.72304044259896	-98.56637094959915	-52.25972758981989	-32.47114887485323	-50.0071764398543	-18.67117019508133	0	-0.0314254043771687	-0.05355850702192809	-0.019997129844221237
RDC	0.002	-15.77223474284657	-24.48038090978058	-8.840259290276574	-36.36152022129948	-48.783185474799566	-25.629863794909944	-15.77223474284657	-24.48038090978058	-8.840259290276574	0	-0.06461113565364879	-0.11311885401122868	-0.04084903759054257
RDC	0.003	-10.22512780722724	-16.06096554677844	-5.58275726459278	-23.907680147532986	-32.188790316533044	-16.75324252993996	-10.22512780722724	-16.06096554677844	-5.58275726459278	0	-0.09999398723452077	-0.17912295896271477	-0.06226275737299544
RDC	0.004	-7.41349907631258	-11.768952303360297	-3.9445528376252534	-17.68076011064974	-23.891592737399783	-12.31493189745497	-7.41349907631258	-11.768952303360297	-3.9445528376252534	0	-0.1378593143115362	-0.25351416036982344	-0.08496933067901274
RDC	0.005	-5.744821298223656	-9.206076959205825	-2.9740258886405395	-13.944608088519793	-18.91327418991982	-9.651945517963979	-5.744821298223656	-9.206076959205825	-2.9740258886405395	0	-0.17798434285007597	-0.33624455183906987	-0.10862390194406575
RDC	0.006	-4.6295736107588725	-7.519812073299964	-2.299374606343235	-11.453840073766493	-15.594395158266522	-7.87662126496998	-4.6295736107588725	-7.519812073299964	-2.299374606343235	0	-0.22087267288639995	-0.4349008630593726	-0.13298204666237592
RDC	0.007	-3.8321666058263055	-6.289920826213387	-1.8697364333134576	-9.674720063228424	-13.223767278514162	-6.608532512831413	-3.8321666058263055	-6.289920826213387	-1.8697364333134576	0	-0.26710246400042925	-0.5348347405777699	-0.15898451310205342
RDC	0.008	-3.239273870457714	-5.39778333268951	-1.5177587770291405	-8.34038005532487	-11.445796368699893	-5.657465948727486	-3.239273870457714	-5.39778333268951	-1.5177587770291405	0	-0.3161018489412422	-0.6588662282010018	-0.18526123380018353
RDC	0.009000000000000001	-2.7688717764780755	-4.68599909099889	-1.2254117280955492	-7.302560049177662	-10.062930105511011	-4.917747509979987	-2.7688717764780755	-4.68599909099889	-1.2254117280955492	2e-5	-0.36958007394030223	-0.816018585107812	-0.2133940678914653
RDC	0.01	-2.4042458922702936	-4.1457602989649445	-1.0120592221867304	-6.4723040442598965	-8.956637094959913	-4.3259727589819885	-2.4042458922702936	-4.1457602989649445	-1.0120592221867304	0	-0.4269290836493622	-0.9880844711324471	-0.24121027939629883
RDC	0.011	-2.0999484143017124	-3.6662165179172392	-0.8383543390232318	-5.793003676599906	-8.051488268145375	-3.841793417256353	-2.0999484143017124	-3.6662165179172392	-0.8383543390232318	2e-5	-0.488367582623501	-1.1923880278296874	-0.2727506613097021
RDC	0.012	-1.8451008281118522	-3.2819720688840306	-0.6955605459802109	-5.2269200368832465	-7.29719757913326	-3.4383106324849906	-1.8451008281118522	-3.2819720688840306	-0.6955605459802109	1e-4	-0.5570734855005128	-1.4357652422950256	-0.30455582654426683
RDC	0.013000000000000001	-1.6315826644396527	-2.96505166932781	-0.568169720211296	-4.747926187892228	-6.658951611507625	-3.0969021222938378	-1.6315826644396527	-2.96505166932781	-0.568169720211296	2.4e-4	-0.6313468085740985	-1.7566160557646873	-0.33704279031656964
RDC	0.014	-1.4450082184167399	-2.687269902683816	-0.4466643910291891	-4.337360031614212	-6.111883639257082	-2.8042662564157066	-1.4450082184167399	-2.687269902683816	-0.4466643910291891	5.6e-4	-0.7127434377639252	-2.216190238614238	-0.37106245980178465
RDC	0.015	-1.285976294813698	-2.450992499500475	-0.3649589265604537	-3.981536029506598	-5.63775806330661	-2.550648505987992	-1.285976294813698	-2.450992499500475	-0.3649589265604537	0.00102	-0.8041074108764195	-2.6913297448280082	-0.40617718483027326
RDC	0.016	-1.1509156233816056	-2.233969015690712	-0.2857388351461425	-3.6701900276624353	-5.222898184349947	-2.328732974363743	-1.1509156233816056	-2.233969015690712	-0.2857388351461425	0.0022	-0.89783978528102	-3.3398671352484395	-0.4433159034566527
RDC	0.017	-1.0259664903873709	-2.0468783065129346	-0.20890724031963873	-3.3954729672117034	-4.856845349976419	-2.1329251523423456	-1.0259664903873709	-2.0468783065129346	-0.20890724031963873	0.0044	-1.006064495784996	-4.30266091245758	-0.47630448626320804
RDC	0.018000000000000002	-0.9166057088462349	-1.8858832123831093	-0.1477552806229981	-3.151280024588831	-4.5314650527555065	-1.9588737549899933	-0.9166057088462349	-1.8858832123831093	-0.1477552806229981	0.00772	-1.1263643706635789	-5.444960048939124	-0.5062217548898826
RDC	0.019	-0.8182322031696704	-1.743211105347262	-0.08640696011306125	-2.932791602242051	-4.240335313136797	-1.8031435573589418	-0.8182322031696704	-1.743211105347262	-0.08640696011306125	0.01222	-1.2525458330475685	-7.008268144671204	-0.5252677960450163
RDC	0.02	-0.7298856466711491	-1.599483793437444	-0.03817750786333941	-2.7361520221299482	-3.978318547479957	-1.6629863794909945	-0.7298856466711491	-1.599483793437444	-0.03817750786333941	0.01804	-1.3936215851869789	-9.349491775879011	-0.5366625829255104
RDC	0.021	-0.6499679614795478	-1.4735220159134357	0.010138593331481505	-2.5582400210761405	-3.74125575950472	-1.536177504277137	-0.6499679614795478	-1.4735220159134357	0.010138593331481505	0.02706	-1.5433020159533946	-11.789851540409252	4.41046317111688
RDC	0.022	-0.580580060578285	-1.376160402623994	0.0438767116083547	-2.396501838299953	-3.525744134072688	-1.4208967086281765	-0.580580060578285	-1.376160402623994	0.0438767116083547	0.03768	-1.7071817086756609	-15.14110317618876	8.853806591803828
RDC	0.023	-0.5138932634462282	-1.2590307093102142	0.08892236882183044	-2.2488278453303896	-3.3289726499825716	-1.315640329992169	-0.5138932634462282	-1.2590307093102142	0.08892236882183044	0.05294	-1.8763758093381462	-19.25679579318196	13.10118114744089
RDC	0.024	-0.4548110593254909	-1.1822593936479577	0.11887298707757907	-2.1134600184416232	-3.1485987895666305	-1.2191553162424953	-0.4548110593254909	-1.1822593936479577	0.11887298707757907	0.0719	-2.046421409276088	-23.698600296336856	18.797379308949225
RDC	0.025	-0.39642974200278097	-1.0982522518715117	0.15769781901617275	-1.9889216177039586	-2.9826548379839655	-1.1303891035927953	-0.39642974200278097	-1.0982522518715117	0.15769781901617275	0.09574	-2.221821486587606	-29.696806475390225	23.663311578292845
RDC	0.026000000000000002	-0.34555654483297116	-1.0180862771072976	0.18929305651255474	-1.8739630939461138	-2.8294758057538125	-1.0484510611469187	-0.34555654483297116	-1.0180862771072976	0.18929305651255474	0.1225	-2.3878249764475648	-34.30894953006223	29.880913856071285
RDC	0.027	-0.2974939402056507	-0.9393319012558052	0.21945252678904617	-1.7675200163925542	-2.687643368503672	-0.9725825033266624	-0.2974939402056507	-0.9393319012558052	0.21945252678904617	0.15586	-2.524549679046517	-38.69651837774732	36.6902657777374
